,Question,SQL Query,Method,Table,Label
10,"Among the male employees in Sales, non-binary individuals in Marketing, female staff in Marketing, and non-binary personnel in HR, which group has the smallest diversity metric recorded?","SELECT MIN(DiversityScore) AS DiversityScore FROM (SELECT DiversityScore AS DiversityScore FROM EmployeeDiversity WHERE Department = ""Sales"" AND Gender = ""Male"" UNION ALL SELECT DiversityScore AS DiversityScore FROM EmployeeDiversity WHERE Department = ""Marketing"" AND Gender = ""Non-binary"" UNION ALL SELECT DiversityScore AS DiversityScore FROM EmployeeDiversity WHERE Department = ""Marketing"" AND Gender = ""Female"" UNION ALL SELECT DiversityScore AS DiversityScore FROM EmployeeDiversity WHERE Department = ""HR"" AND Gender = ""Non-binary"");",superlative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>Department</th>
      <th>Engineering</th>
      <th>HR</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>Gender</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Female</th>
      <td>0.287856</td>
      <td>0.032917</td>
      <td>0.357022</td>
      <td>0.825638</td>
    </tr>
    <tr>
      <th>Male</th>
      <td>0.365960</td>
      <td>0.282985</td>
      <td>0.924241</td>
      <td>0.673262</td>
    </tr>
    <tr>
      <th>Non-binary</th>
      <td>0.517183</td>
      <td>0.149161</td>
      <td>0.098880</td>
      <td>0.120675</td>
    </tr>
  </tbody>
</table>",0.09888
11,"Among IT staff present on January 1, 2023, and Sales team members who were either absent or on leave on December 31, 2023, what was the lowest number of hours recorded?","SELECT MIN(HoursWorked) AS HoursWorked FROM (SELECT HoursWorked AS HoursWorked FROM EmployeeAttendance WHERE AttendanceDate = ""2023-01-01"" AND AttendanceStatus = ""Present"" AND Department = ""IT"" UNION ALL SELECT HoursWorked AS HoursWorked FROM EmployeeAttendance WHERE AttendanceDate = ""2023-12-31"" AND AttendanceStatus = ""Absent"" AND Department = ""Sales"" UNION ALL SELECT HoursWorked AS HoursWorked FROM EmployeeAttendance WHERE AttendanceDate = ""2023-12-31"" AND AttendanceStatus = ""Leave"" AND Department = ""Sales"");",superlative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>AttendanceDate</th>
      <th>2023-01-01</th>
      <th>2023-12-31</th>
    </tr>
    <tr>
      <th>AttendanceStatus</th>
      <th>Department</th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""5"" valign=""top"">Absent</th>
      <th>Finance</th>
      <td>2.868829</td>
      <td>16.215693</td>
    </tr>
    <tr>
      <th>HR</th>
      <td>7.207588</td>
      <td>12.874937</td>
    </tr>
    <tr>
      <th>IT</th>
      <td>11.544840</td>
      <td>23.063046</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>18.947273</td>
      <td>22.650060</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>23.419033</td>
      <td>22.474402</td>
    </tr>
    <tr>
      <th rowspan=""5"" valign=""top"">Leave</th>
      <th>Finance</th>
      <td>15.192694</td>
      <td>21.041635</td>
    </tr>
    <tr>
      <th>HR</th>
      <td>11.440798</td>
      <td>20.790528</td>
    </tr>
    <tr>
      <th>IT</th>
      <td>8.234457</td>
      <td>17.201241</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>8.919842</td>
      <td>8.054173</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>15.114630</td>
      <td>19.099501</td>
    </tr>
    <tr>
      <th rowspan=""5"" valign=""top"">Present</th>
      <th>Finance</th>
      <td>19.317480</td>
      <td>20.103699</td>
    </tr>
    <tr>
      <th>HR</th>
      <td>9.975463</td>
      <td>20.668097</td>
    </tr>
    <tr>
      <th>IT</th>
      <td>3.804500</td>
      <td>16.883109</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>21.665301</td>
      <td>16.634534</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>12.009444</td>
      <td>3.851725</td>
    </tr>
  </tbody>
</table>",3.8045
12,"Among employees with advanced expertise in Data Analysis within the Finance or HR divisions, and those just starting out in Communication skills in the Marketing team, what is the lowest amount of professional experience recorded?","SELECT MIN(YearsOfExperience) AS YearsOfExperience FROM (SELECT YearsOfExperience AS YearsOfExperience FROM EmployeeSkills WHERE SkillName = ""Data Analysis"" AND SkillLevel = ""Advanced"" AND Department = ""Finance"" UNION ALL SELECT YearsOfExperience AS YearsOfExperience FROM EmployeeSkills WHERE SkillName = ""Data Analysis"" AND SkillLevel = ""Advanced"" AND Department = ""HR"" UNION ALL SELECT YearsOfExperience AS YearsOfExperience FROM EmployeeSkills WHERE SkillName = ""Communication"" AND SkillLevel = ""Beginner"" AND Department = ""Marketing"");",superlative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>Department</th>
      <th>Finance</th>
      <th>HR</th>
      <th>IT</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>SkillName</th>
      <th>SkillLevel</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""3"" valign=""top"">Communication</th>
      <th>Advanced</th>
      <td>11.350459</td>
      <td>18.169162</td>
      <td>22.351173</td>
      <td>14.726412</td>
      <td>23.100164</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>25.940829</td>
      <td>12.260632</td>
      <td>12.120139</td>
      <td>8.021773</td>
      <td>17.869734</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>24.694132</td>
      <td>10.830375</td>
      <td>7.429175</td>
      <td>11.575842</td>
      <td>23.221410</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Data Analysis</th>
      <th>Advanced</th>
      <td>4.681346</td>
      <td>13.641305</td>
      <td>10.172046</td>
      <td>22.262337</td>
      <td>11.426667</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>24.559508</td>
      <td>28.928539</td>
      <td>8.652628</td>
      <td>14.886634</td>
      <td>19.889748</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>23.217923</td>
      <td>28.245719</td>
      <td>5.760033</td>
      <td>2.251823</td>
      <td>2.600942</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Java</th>
      <th>Advanced</th>
      <td>15.963770</td>
      <td>1.753436</td>
      <td>5.198277</td>
      <td>11.978564</td>
      <td>17.837352</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>18.943739</td>
      <td>9.097223</td>
      <td>24.144250</td>
      <td>0.186543</td>
      <td>12.635074</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>25.440461</td>
      <td>14.635675</td>
      <td>28.667486</td>
      <td>24.138477</td>
      <td>13.121700</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Project Management</th>
      <th>Advanced</th>
      <td>28.114240</td>
      <td>29.076775</td>
      <td>0.274678</td>
      <td>24.272067</td>
      <td>19.777264</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>22.180116</td>
      <td>12.911612</td>
      <td>10.497553</td>
      <td>21.972475</td>
      <td>17.856309</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>19.777709</td>
      <td>15.578967</td>
      <td>20.072769</td>
      <td>19.536310</td>
      <td>8.032600</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Python</th>
      <th>Advanced</th>
      <td>9.002311</td>
      <td>11.200065</td>
      <td>0.375832</td>
      <td>4.291740</td>
      <td>13.694150</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>25.118436</td>
      <td>2.642637</td>
      <td>10.733238</td>
      <td>9.426037</td>
      <td>27.778406</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>22.741669</td>
      <td>11.564182</td>
      <td>27.746248</td>
      <td>21.938545</td>
      <td>15.747110</td>
    </tr>
  </tbody>
</table>",4.681346
13,"Among the Sales team working under a light workload, the HR staff with a light workload, and the Marketing group handling a heavy workload, which group recorded the fewest hours worked?","SELECT MIN(HoursWorked) AS HoursWorked FROM (SELECT HoursWorked AS HoursWorked FROM EmployeeWorkload WHERE Department = ""Sales"" AND WorkloadLevel = ""Low"" UNION ALL SELECT HoursWorked AS HoursWorked FROM EmployeeWorkload WHERE Department = ""HR"" AND WorkloadLevel = ""Low"" UNION ALL SELECT HoursWorked AS HoursWorked FROM EmployeeWorkload WHERE Department = ""Marketing"" AND WorkloadLevel = ""High"");",superlative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>WorkloadLevel</th>
      <th>High</th>
      <th>Low</th>
      <th>Medium</th>
    </tr>
    <tr>
      <th>Department</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>HR</th>
      <td>56.581644</td>
      <td>63.680050</td>
      <td>64.570022</td>
    </tr>
    <tr>
      <th>IT</th>
      <td>15.948999</td>
      <td>63.902297</td>
      <td>77.477148</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>24.599115</td>
      <td>0.343552</td>
      <td>66.128398</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>66.992606</td>
      <td>66.142468</td>
      <td>28.327982</td>
    </tr>
  </tbody>
</table>",24.599115
14,"Among employees who participated in either Leadership Training with satisfaction levels of very satisfied, neutral, or satisfied, or Technical Skills with a very dissatisfied rating, what is the longest length of the development program they attended?","SELECT MAX(ProgramDuration) AS ProgramDuration FROM (SELECT ProgramDuration AS ProgramDuration FROM EmployeeCareerDevelopment WHERE DevelopmentProgram = ""Leadership Training"" AND SatisfactionLevel = ""Very Satisfied"" UNION ALL SELECT ProgramDuration AS ProgramDuration FROM EmployeeCareerDevelopment WHERE DevelopmentProgram = ""Leadership Training"" AND SatisfactionLevel = ""Neutral"" UNION ALL SELECT ProgramDuration AS ProgramDuration FROM EmployeeCareerDevelopment WHERE DevelopmentProgram = ""Leadership Training"" AND SatisfactionLevel = ""Satisfied"" UNION ALL SELECT ProgramDuration AS ProgramDuration FROM EmployeeCareerDevelopment WHERE DevelopmentProgram = ""Technical Skills"" AND SatisfactionLevel = ""Very Dissatisfied"");",superlative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SatisfactionLevel</th>
      <th>Dissatisfied</th>
      <th>Neutral</th>
      <th>Satisfied</th>
      <th>Very Dissatisfied</th>
      <th>Very Satisfied</th>
    </tr>
    <tr>
      <th>DevelopmentProgram</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Leadership Training</th>
      <td>20.967944</td>
      <td>5.671766</td>
      <td>13.177131</td>
      <td>22.762969</td>
      <td>6.777055</td>
    </tr>
    <tr>
      <th>Soft Skills</th>
      <td>12.195902</td>
      <td>20.616904</td>
      <td>23.384386</td>
      <td>8.679659</td>
      <td>13.589222</td>
    </tr>
    <tr>
      <th>Technical Skills</th>
      <td>1.282131</td>
      <td>12.411335</td>
      <td>2.912396</td>
      <td>4.341256</td>
      <td>5.627797</td>
    </tr>
  </tbody>
</table>",13.177131
15,"Among Junior Developers in IT and Finance, and Senior Developers in Marketing, what is the smallest salary recorded?","SELECT MIN(Salary) AS Salary FROM (SELECT Salary AS Salary FROM EmployeeCompensation WHERE Department = ""IT"" AND JobTitle = ""Junior Developer"" UNION ALL SELECT Salary AS Salary FROM EmployeeCompensation WHERE Department = ""Finance"" AND JobTitle = ""Junior Developer"" UNION ALL SELECT Salary AS Salary FROM EmployeeCompensation WHERE Department = ""Marketing"" AND JobTitle = ""Senior Developer"");",superlative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>Department</th>
      <th>Finance</th>
      <th>HR</th>
      <th>IT</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>JobTitle</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Analyst</th>
      <td>50931.469380</td>
      <td>78855.519093</td>
      <td>46876.277402</td>
      <td>115071.523441</td>
      <td>97762.110385</td>
    </tr>
    <tr>
      <th>Intern</th>
      <td>80370.379079</td>
      <td>91409.480345</td>
      <td>140786.707433</td>
      <td>37819.691124</td>
      <td>86740.321415</td>
    </tr>
    <tr>
      <th>Junior Developer</th>
      <td>95473.058590</td>
      <td>125266.679546</td>
      <td>125713.681942</td>
      <td>145500.301679</td>
      <td>79570.596073</td>
    </tr>
    <tr>
      <th>Manager</th>
      <td>139595.482271</td>
      <td>82086.031233</td>
      <td>55909.216196</td>
      <td>64891.886260</td>
      <td>46750.972431</td>
    </tr>
    <tr>
      <th>Senior Developer</th>
      <td>130621.749213</td>
      <td>63949.334721</td>
      <td>44139.137308</td>
      <td>35705.535220</td>
      <td>86356.184452</td>
    </tr>
  </tbody>
</table>",35705.53522
16,"Among the innovation scores related to process improvements in IT, service innovations in Marketing, process innovations in Marketing, and service innovations in R&D, which value represents the smallest recorded innovation metric?","SELECT MIN(InnovationScore) AS InnovationScore FROM (SELECT InnovationScore AS InnovationScore FROM EmployeeInnovation WHERE InnovationType = ""Process"" AND Department = ""IT"" UNION ALL SELECT InnovationScore AS InnovationScore FROM EmployeeInnovation WHERE InnovationType = ""Service"" AND Department = ""Marketing"" UNION ALL SELECT InnovationScore AS InnovationScore FROM EmployeeInnovation WHERE InnovationType = ""Process"" AND Department = ""Marketing"" UNION ALL SELECT InnovationScore AS InnovationScore FROM EmployeeInnovation WHERE InnovationType = ""Service"" AND Department = ""R&D"");",superlative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>Department</th>
      <th>HR</th>
      <th>IT</th>
      <th>Marketing</th>
      <th>R&amp;D</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>InnovationType</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Process</th>
      <td>1.197432</td>
      <td>0.548824</td>
      <td>3.266650</td>
      <td>2.870255</td>
      <td>2.068547</td>
    </tr>
    <tr>
      <th>Product</th>
      <td>2.019916</td>
      <td>9.371956</td>
      <td>4.796408</td>
      <td>0.677735</td>
      <td>7.045814</td>
    </tr>
    <tr>
      <th>Service</th>
      <td>8.923564</td>
      <td>9.480994</td>
      <td>0.913115</td>
      <td>8.868867</td>
      <td>4.995650</td>
    </tr>
  </tbody>
</table>",0.548824
17,"Among the productivity ratings recorded for Engineering in the last quarter, HR during the second quarter, and Sales in both the third and fourth quarters, which department-quarter pair achieved the top performance score?","SELECT MAX(ProductivityScore) AS ProductivityScore FROM (SELECT ProductivityScore AS ProductivityScore FROM EmployeeProductivity WHERE Department = ""Engineering"" AND Quarter = ""Q4"" UNION ALL SELECT ProductivityScore AS ProductivityScore FROM EmployeeProductivity WHERE Department = ""HR"" AND Quarter = ""Q2"" UNION ALL SELECT ProductivityScore AS ProductivityScore FROM EmployeeProductivity WHERE Department = ""Sales"" AND Quarter = ""Q3"" UNION ALL SELECT ProductivityScore AS ProductivityScore FROM EmployeeProductivity WHERE Department = ""Sales"" AND Quarter = ""Q4"");",superlative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>Department</th>
      <th>Engineering</th>
      <th>HR</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>Quarter</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Q1</th>
      <td>13.480924</td>
      <td>11.321786</td>
      <td>3.322221</td>
      <td>43.286314</td>
    </tr>
    <tr>
      <th>Q2</th>
      <td>70.461152</td>
      <td>75.085577</td>
      <td>39.938717</td>
      <td>20.315894</td>
    </tr>
    <tr>
      <th>Q3</th>
      <td>89.314173</td>
      <td>22.549546</td>
      <td>55.709161</td>
      <td>45.633173</td>
    </tr>
    <tr>
      <th>Q4</th>
      <td>19.626066</td>
      <td>82.328328</td>
      <td>46.648887</td>
      <td>70.197215</td>
    </tr>
  </tbody>
</table>",75.085577
18,"Among the attendance records for employees who were either present in Finance or HR departments, or on leave in HR or Sales departments, what is the greatest number of hours logged?","SELECT MAX(AttendanceHours) AS AttendanceHours FROM (SELECT AttendanceHours AS AttendanceHours FROM EmployeeAttendanceRecords WHERE AttendanceStatus = ""Present"" AND Department = ""Finance"" UNION ALL SELECT AttendanceHours AS AttendanceHours FROM EmployeeAttendanceRecords WHERE AttendanceStatus = ""On Leave"" AND Department = ""HR"" UNION ALL SELECT AttendanceHours AS AttendanceHours FROM EmployeeAttendanceRecords WHERE AttendanceStatus = ""Present"" AND Department = ""HR"" UNION ALL SELECT AttendanceHours AS AttendanceHours FROM EmployeeAttendanceRecords WHERE AttendanceStatus = ""On Leave"" AND Department = ""Sales"");",superlative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>Department</th>
      <th>Finance</th>
      <th>HR</th>
      <th>IT</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>AttendanceStatus</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Absent</th>
      <td>20.841297</td>
      <td>7.984777</td>
      <td>15.265485</td>
      <td>12.608126</td>
      <td>13.635089</td>
    </tr>
    <tr>
      <th>On Leave</th>
      <td>1.785619</td>
      <td>23.608128</td>
      <td>19.643585</td>
      <td>5.565880</td>
      <td>21.653569</td>
    </tr>
    <tr>
      <th>Present</th>
      <td>17.246919</td>
      <td>2.428985</td>
      <td>5.762385</td>
      <td>23.964828</td>
      <td>8.594223</td>
    </tr>
  </tbody>
</table>",23.608128
19,"Among employees working on-site in either a supportive or competitive team environment, and those working in a hybrid setting with a collaborative culture, what is the greatest number of hours worked?","SELECT MAX(WorkHours) AS WorkHours FROM (SELECT WorkHours AS WorkHours FROM EmployeeWorkEnvironment WHERE WorkLocation = ""On-site"" AND TeamCulture = ""Supportive"" UNION ALL SELECT WorkHours AS WorkHours FROM EmployeeWorkEnvironment WHERE WorkLocation = ""Hybrid"" AND TeamCulture = ""Collaborative"" UNION ALL SELECT WorkHours AS WorkHours FROM EmployeeWorkEnvironment WHERE WorkLocation = ""On-site"" AND TeamCulture = ""Competitive"");",superlative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>TeamCulture</th>
      <th>Collaborative</th>
      <th>Competitive</th>
      <th>Supportive</th>
    </tr>
    <tr>
      <th>WorkLocation</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Hybrid</th>
      <td>7.628402</td>
      <td>48.491685</td>
      <td>29.360377</td>
    </tr>
    <tr>
      <th>On-site</th>
      <td>57.444785</td>
      <td>44.718935</td>
      <td>79.072601</td>
    </tr>
    <tr>
      <th>Remote</th>
      <td>35.009780</td>
      <td>8.847728</td>
      <td>71.940340</td>
    </tr>
  </tbody>
</table>",79.072601
20,"Among the positive feedback for Analysts in HR, positive feedback for Managers in Finance, neutral feedback for Managers in Operations, and neutral feedback for Sales in HR, what is the top satisfaction rating recorded?","SELECT MAX(SatisfactionScore) AS SatisfactionScore FROM (SELECT SatisfactionScore AS SatisfactionScore FROM EmployeeJobSatisfaction WHERE JobRole = ""Manager"" AND Department = ""Finance"" AND FeedbackCategory = ""Positive"" UNION ALL SELECT SatisfactionScore AS SatisfactionScore FROM EmployeeJobSatisfaction WHERE JobRole = ""Manager"" AND Department = ""Operations"" AND FeedbackCategory = ""Neutral"" UNION ALL SELECT SatisfactionScore AS SatisfactionScore FROM EmployeeJobSatisfaction WHERE JobRole = ""Sales"" AND Department = ""HR"" AND FeedbackCategory = ""Neutral"" UNION ALL SELECT SatisfactionScore AS SatisfactionScore FROM EmployeeJobSatisfaction WHERE JobRole = ""Analyst"" AND Department = ""HR"" AND FeedbackCategory = ""Positive"");",superlative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>JobRole</th>
      <th colspan=""5"" halign=""left"">Analyst</th>
      <th colspan=""5"" halign=""left"">Designer</th>
      <th colspan=""5"" halign=""left"">Developer</th>
      <th colspan=""5"" halign=""left"">Manager</th>
      <th colspan=""5"" halign=""left"">Sales</th>
    </tr>
    <tr>
      <th>Department</th>
      <th>Finance</th>
      <th>HR</th>
      <th>IT</th>
      <th>Marketing</th>
      <th>Operations</th>
      <th>Finance</th>
      <th>HR</th>
      <th>IT</th>
      <th>Marketing</th>
      <th>Operations</th>
      <th>Finance</th>
      <th>HR</th>
      <th>IT</th>
      <th>Marketing</th>
      <th>Operations</th>
      <th>Finance</th>
      <th>HR</th>
      <th>IT</th>
      <th>Marketing</th>
      <th>Operations</th>
      <th>Finance</th>
      <th>HR</th>
      <th>IT</th>
      <th>Marketing</th>
      <th>Operations</th>
    </tr>
    <tr>
      <th>FeedbackCategory</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Negative</th>
      <td>2.527073</td>
      <td>0.856963</td>
      <td>8.616953</td>
      <td>1.638192</td>
      <td>2.425382</td>
      <td>0.220194</td>
      <td>6.687839</td>
      <td>2.911964</td>
      <td>4.530433</td>
      <td>9.426292</td>
      <td>4.319385</td>
      <td>2.764485</td>
      <td>4.126828</td>
      <td>8.762274</td>
      <td>8.338120</td>
      <td>9.369990</td>
      <td>1.721873</td>
      <td>0.918542</td>
      <td>7.627611</td>
      <td>5.255009</td>
      <td>6.851612</td>
      <td>1.111894</td>
      <td>0.641276</td>
      <td>5.524438</td>
      <td>4.793889</td>
    </tr>
    <tr>
      <th>Neutral</th>
      <td>5.863785</td>
      <td>6.909342</td>
      <td>2.745517</td>
      <td>0.337809</td>
      <td>8.540855</td>
      <td>6.215326</td>
      <td>5.784938</td>
      <td>1.861936</td>
      <td>7.412181</td>
      <td>1.879192</td>
      <td>3.678045</td>
      <td>4.422431</td>
      <td>0.518050</td>
      <td>8.468481</td>
      <td>0.934019</td>
      <td>6.531158</td>
      <td>8.410723</td>
      <td>4.183021</td>
      <td>9.641873</td>
      <td>3.539284</td>
      <td>9.832987</td>
      <td>4.583916</td>
      <td>7.118315</td>
      <td>4.473182</td>
      <td>2.979538</td>
    </tr>
    <tr>
      <th>Positive</th>
      <td>5.874317</td>
      <td>4.609163</td>
      <td>5.000247</td>
      <td>0.556987</td>
      <td>9.485206</td>
      <td>3.448726</td>
      <td>8.633443</td>
      <td>5.777994</td>
      <td>1.334150</td>
      <td>6.525341</td>
      <td>2.650163</td>
      <td>9.941763</td>
      <td>9.928460</td>
      <td>5.845345</td>
      <td>0.064413</td>
      <td>1.325778</td>
      <td>1.736393</td>
      <td>8.911980</td>
      <td>7.287005</td>
      <td>7.565713</td>
      <td>6.060251</td>
      <td>9.434734</td>
      <td>4.510705</td>
      <td>7.203121</td>
      <td>1.591895</td>
    </tr>
  </tbody>
</table>",4.609163
21,"Among the retention percentages for HR interns, HR juniors, sales team leads, and IT juniors, which group achieved the top retention figure?","SELECT MAX(RetentionRate) AS RetentionRate FROM (SELECT RetentionRate AS RetentionRate FROM EmployeeRetention WHERE Department = ""HR"" AND JobRole = ""Intern"" UNION ALL SELECT RetentionRate AS RetentionRate FROM EmployeeRetention WHERE Department = ""HR"" AND JobRole = ""Junior"" UNION ALL SELECT RetentionRate AS RetentionRate FROM EmployeeRetention WHERE Department = ""Sales"" AND JobRole = ""Team Lead"" UNION ALL SELECT RetentionRate AS RetentionRate FROM EmployeeRetention WHERE Department = ""IT"" AND JobRole = ""Junior"");",superlative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>Department</th>
      <th>Finance</th>
      <th>HR</th>
      <th>IT</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>JobRole</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Intern</th>
      <td>97.706725</td>
      <td>39.031813</td>
      <td>4.948303</td>
      <td>29.809314</td>
      <td>11.585527</td>
    </tr>
    <tr>
      <th>Junior</th>
      <td>97.998899</td>
      <td>98.496274</td>
      <td>17.271589</td>
      <td>49.808844</td>
      <td>75.391173</td>
    </tr>
    <tr>
      <th>Manager</th>
      <td>92.443276</td>
      <td>77.798871</td>
      <td>40.529444</td>
      <td>98.426519</td>
      <td>36.432917</td>
    </tr>
    <tr>
      <th>Senior</th>
      <td>8.903707</td>
      <td>90.249764</td>
      <td>51.562348</td>
      <td>90.398772</td>
      <td>9.607964</td>
    </tr>
    <tr>
      <th>Team Lead</th>
      <td>23.051550</td>
      <td>68.243150</td>
      <td>38.289992</td>
      <td>84.705688</td>
      <td>50.866286</td>
    </tr>
  </tbody>
</table>",98.496274
