,Question,SQL Query,Method,Table,Label
35,"What is the total sum of skill levels for David and Alice in the Marketing department focusing on Management skills, combined with Charlie's skill levels in Sales for Soft skills and in Marketing for Management skills?","SELECT SUM(SkillLevel) AS SkillLevel FROM (SELECT SkillLevel AS SkillLevel FROM EmployeeSkillLevels WHERE EmployeeName = ""David"" AND Department = ""Marketing"" AND SkillType = ""Management"" UNION ALL SELECT SkillLevel AS SkillLevel FROM EmployeeSkillLevels WHERE EmployeeName = ""Alice"" AND Department = ""Marketing"" AND SkillType = ""Management"" UNION ALL SELECT SkillLevel AS SkillLevel FROM EmployeeSkillLevels WHERE EmployeeName = ""Charlie"" AND Department = ""Sales"" AND SkillType = ""Soft"" UNION ALL SELECT SkillLevel AS SkillLevel FROM EmployeeSkillLevels WHERE EmployeeName = ""Charlie"" AND Department = ""Marketing"" AND SkillType = ""Management"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>SkillType</th>
      <th>Management</th>
      <th>Soft</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>EmployeeName</th>
      <th>Department</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""4"" valign=""top"">Alice</th>
      <th>Engineering</th>
      <td>6.926612</td>
      <td>2.668050</td>
      <td>6.744389</td>
    </tr>
    <tr>
      <th>HR</th>
      <td>1.313458</td>
      <td>9.835459</td>
      <td>3.182606</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>9.113842</td>
      <td>2.810966</td>
      <td>2.958157</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>0.890654</td>
      <td>5.965227</td>
      <td>8.246650</td>
    </tr>
    <tr>
      <th rowspan=""4"" valign=""top"">Bob</th>
      <th>Engineering</th>
      <td>4.836347</td>
      <td>2.938677</td>
      <td>2.517806</td>
    </tr>
    <tr>
      <th>HR</th>
      <td>5.419615</td>
      <td>6.727853</td>
      <td>4.256395</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>7.261779</td>
      <td>9.906951</td>
      <td>1.523269</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>9.981081</td>
      <td>3.546327</td>
      <td>7.496122</td>
    </tr>
    <tr>
      <th rowspan=""4"" valign=""top"">Charlie</th>
      <th>Engineering</th>
      <td>2.953558</td>
      <td>3.523996</td>
      <td>7.130203</td>
    </tr>
    <tr>
      <th>HR</th>
      <td>6.746384</td>
      <td>3.587152</td>
      <td>4.369688</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>8.742282</td>
      <td>2.299021</td>
      <td>4.910281</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>9.873991</td>
      <td>4.622029</td>
      <td>7.615542</td>
    </tr>
    <tr>
      <th rowspan=""4"" valign=""top"">David</th>
      <th>Engineering</th>
      <td>1.255723</td>
      <td>2.165164</td>
      <td>7.762848</td>
    </tr>
    <tr>
      <th>HR</th>
      <td>2.090331</td>
      <td>6.395380</td>
      <td>1.525856</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>1.102806</td>
      <td>6.198867</td>
      <td>2.887102</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>7.785325</td>
      <td>6.475096</td>
      <td>4.304623</td>
    </tr>
  </tbody>
</table>",23.580959
36,"What is the total number of years that employee E001 has worked as a Sales Executive and employee E003 has served as a Project Manager, both within the Sales division?","SELECT SUM(YearsAtCompany) AS YearsAtCompany FROM (SELECT YearsAtCompany AS YearsAtCompany FROM EmployeeWorkHistory WHERE EmployeeID = ""E001"" AND JobTitle = ""Sales Executive"" AND Department = ""Sales"" UNION ALL SELECT YearsAtCompany AS YearsAtCompany FROM EmployeeWorkHistory WHERE EmployeeID = ""E003"" AND JobTitle = ""Project Manager"" AND Department = ""Sales"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>JobTitle</th>
      <th colspan=""5"" halign=""left"">Data Analyst</th>
      <th colspan=""5"" halign=""left"">HR Specialist</th>
      <th colspan=""5"" halign=""left"">Project Manager</th>
      <th colspan=""5"" halign=""left"">Sales Executive</th>
      <th colspan=""5"" halign=""left"">Software Engineer</th>
    </tr>
    <tr>
      <th>EmployeeID</th>
      <th>E001</th>
      <th>E002</th>
      <th>E003</th>
      <th>E004</th>
      <th>E005</th>
      <th>E001</th>
      <th>E002</th>
      <th>E003</th>
      <th>E004</th>
      <th>E005</th>
      <th>E001</th>
      <th>E002</th>
      <th>E003</th>
      <th>E004</th>
      <th>E005</th>
      <th>E001</th>
      <th>E002</th>
      <th>E003</th>
      <th>E004</th>
      <th>E005</th>
      <th>E001</th>
      <th>E002</th>
      <th>E003</th>
      <th>E004</th>
      <th>E005</th>
    </tr>
    <tr>
      <th>Department</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Engineering</th>
      <td>39.009001</td>
      <td>33.228711</td>
      <td>20.638897</td>
      <td>12.369091</td>
      <td>17.469756</td>
      <td>14.997921</td>
      <td>38.531391</td>
      <td>15.102028</td>
      <td>5.499422</td>
      <td>21.222870</td>
      <td>1.935971</td>
      <td>3.466023</td>
      <td>37.596913</td>
      <td>8.729723</td>
      <td>27.794540</td>
      <td>0.031842</td>
      <td>5.498626</td>
      <td>13.964530</td>
      <td>17.214805</td>
      <td>6.582727</td>
      <td>37.526030</td>
      <td>11.366415</td>
      <td>3.641363</td>
      <td>8.767326</td>
      <td>22.472588</td>
    </tr>
    <tr>
      <th>Finance</th>
      <td>25.319243</td>
      <td>20.069077</td>
      <td>15.227802</td>
      <td>13.585675</td>
      <td>13.955458</td>
      <td>9.105886</td>
      <td>25.348124</td>
      <td>38.937621</td>
      <td>12.576750</td>
      <td>15.170042</td>
      <td>38.281094</td>
      <td>17.169522</td>
      <td>19.775444</td>
      <td>37.574119</td>
      <td>1.236907</td>
      <td>11.039123</td>
      <td>30.228699</td>
      <td>27.071238</td>
      <td>39.563204</td>
      <td>3.356316</td>
      <td>11.311549</td>
      <td>37.852731</td>
      <td>38.705149</td>
      <td>37.288768</td>
      <td>33.609048</td>
    </tr>
    <tr>
      <th>Human Resources</th>
      <td>19.706579</td>
      <td>20.704824</td>
      <td>24.409620</td>
      <td>27.280773</td>
      <td>32.473578</td>
      <td>1.359837</td>
      <td>12.402039</td>
      <td>34.697722</td>
      <td>1.064745</td>
      <td>24.795742</td>
      <td>6.929753</td>
      <td>0.937075</td>
      <td>1.691706</td>
      <td>30.270850</td>
      <td>20.885426</td>
      <td>27.154288</td>
      <td>24.385689</td>
      <td>11.583372</td>
      <td>5.329694</td>
      <td>14.223420</td>
      <td>0.011922</td>
      <td>19.294263</td>
      <td>27.624987</td>
      <td>29.074074</td>
      <td>21.875805</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>32.454159</td>
      <td>31.684422</td>
      <td>19.388332</td>
      <td>0.652830</td>
      <td>26.481747</td>
      <td>17.635846</td>
      <td>27.006436</td>
      <td>10.093362</td>
      <td>37.231218</td>
      <td>36.629814</td>
      <td>20.591862</td>
      <td>29.400357</td>
      <td>25.645183</td>
      <td>23.803118</td>
      <td>10.106932</td>
      <td>10.874198</td>
      <td>29.880987</td>
      <td>34.861163</td>
      <td>21.758881</td>
      <td>37.793821</td>
      <td>10.857643</td>
      <td>19.101433</td>
      <td>4.458309</td>
      <td>24.549957</td>
      <td>8.696648</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>7.991928</td>
      <td>38.340325</td>
      <td>20.548872</td>
      <td>30.937997</td>
      <td>39.010033</td>
      <td>19.215989</td>
      <td>27.949540</td>
      <td>14.479306</td>
      <td>26.320655</td>
      <td>16.478075</td>
      <td>16.354816</td>
      <td>24.487973</td>
      <td>22.754650</td>
      <td>3.279470</td>
      <td>5.143692</td>
      <td>13.302263</td>
      <td>39.955510</td>
      <td>17.364689</td>
      <td>29.557528</td>
      <td>10.362421</td>
      <td>23.322584</td>
      <td>26.090725</td>
      <td>12.680868</td>
      <td>36.139847</td>
      <td>17.269874</td>
    </tr>
  </tbody>
</table>",36.056913
37,"What is the combined total of hours recorded for employees who were on leave at the end of 2023, present at the start of 2023, on leave at the beginning of 2023, and absent at the end of 2023?","SELECT SUM(HoursWorked) AS HoursWorked FROM (SELECT HoursWorked AS HoursWorked FROM EmployeeAttendanceTrends WHERE AttendanceStatus = ""On Leave"" AND AttendanceDate = ""2023-12-31"" UNION ALL SELECT HoursWorked AS HoursWorked FROM EmployeeAttendanceTrends WHERE AttendanceStatus = ""Present"" AND AttendanceDate = ""2023-01-01"" UNION ALL SELECT HoursWorked AS HoursWorked FROM EmployeeAttendanceTrends WHERE AttendanceStatus = ""On Leave"" AND AttendanceDate = ""2023-01-01"" UNION ALL SELECT HoursWorked AS HoursWorked FROM EmployeeAttendanceTrends WHERE AttendanceStatus = ""Absent"" AND AttendanceDate = ""2023-12-31"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>AttendanceStatus</th>
      <th>Absent</th>
      <th>On Leave</th>
      <th>Present</th>
    </tr>
    <tr>
      <th>AttendanceDate</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>2023-01-01</th>
      <td>21.358849</td>
      <td>20.453462</td>
      <td>19.530566</td>
    </tr>
    <tr>
      <th>2023-12-31</th>
      <td>6.968714</td>
      <td>5.657088</td>
      <td>3.086642</td>
    </tr>
  </tbody>
</table>",52.609831
38,What is the total WorkLifeBalanceRating accumulated by Senior-level staff working in both the Sales and Marketing divisions?,"SELECT SUM(WorkLifeBalanceRating) AS WorkLifeBalanceRating FROM (SELECT WorkLifeBalanceRating AS WorkLifeBalanceRating FROM EmployeeWorkLifeBalance WHERE Department = ""Sales"" AND JobRole = ""Senior"" UNION ALL SELECT WorkLifeBalanceRating AS WorkLifeBalanceRating FROM EmployeeWorkLifeBalance WHERE Department = ""Marketing"" AND JobRole = ""Senior"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>JobRole</th>
      <th>Executive</th>
      <th>Intern</th>
      <th>Junior</th>
      <th>Manager</th>
      <th>Senior</th>
    </tr>
    <tr>
      <th>Department</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Finance</th>
      <td>9.683068</td>
      <td>6.617307</td>
      <td>2.858708</td>
      <td>1.609900</td>
      <td>7.566308</td>
    </tr>
    <tr>
      <th>HR</th>
      <td>2.612237</td>
      <td>5.974708</td>
      <td>3.037900</td>
      <td>6.083515</td>
      <td>8.608906</td>
    </tr>
    <tr>
      <th>IT</th>
      <td>6.173767</td>
      <td>2.101424</td>
      <td>8.834049</td>
      <td>7.892877</td>
      <td>1.772668</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>5.216487</td>
      <td>4.020537</td>
      <td>5.927861</td>
      <td>7.040775</td>
      <td>7.390467</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>1.667267</td>
      <td>5.730340</td>
      <td>1.924607</td>
      <td>9.832209</td>
      <td>2.282925</td>
    </tr>
  </tbody>
</table>",9.673391
39,"What is the combined total of scores for leadership and technical competencies evaluated on April 5, 2023, together with interpersonal skill scores measured on January 15, 2023?","SELECT SUM(SkillScore) AS SkillScore FROM (SELECT SkillScore AS SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Management"" AND AssessmentDate = ""2023-04-05"" UNION ALL SELECT SkillScore AS SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Soft Skills"" AND AssessmentDate = ""2023-01-15"" UNION ALL SELECT SkillScore AS SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Technical"" AND AssessmentDate = ""2023-04-05"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillCategory</th>
      <th>Management</th>
      <th>Soft Skills</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>AssessmentDate</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>2023-01-15</th>
      <td>82.237299</td>
      <td>49.701324</td>
      <td>10.884616</td>
    </tr>
    <tr>
      <th>2023-02-20</th>
      <td>58.539923</td>
      <td>48.458128</td>
      <td>4.729498</td>
    </tr>
    <tr>
      <th>2023-03-10</th>
      <td>21.744354</td>
      <td>99.655466</td>
      <td>0.664565</td>
    </tr>
    <tr>
      <th>2023-04-05</th>
      <td>41.556746</td>
      <td>26.425639</td>
      <td>31.184418</td>
    </tr>
  </tbody>
</table>",122.442488
40,"What is the combined satisfaction rating for employees who work part-time in a hybrid setting with a collaborative approach, those who work full-time remotely and prefer to work independently, and those who are full-time on-site workers favoring collaboration?","SELECT SUM(SatisfactionScore) AS SatisfactionScore FROM (SELECT SatisfactionScore AS SatisfactionScore FROM EmployeeWorkPreferences WHERE WorkLocation = ""Hybrid"" AND PreferredHours = ""Part-time"" AND TeamCollaborationStyle = ""Collaborative"" UNION ALL SELECT SatisfactionScore AS SatisfactionScore FROM EmployeeWorkPreferences WHERE WorkLocation = ""Remote"" AND PreferredHours = ""Full-time"" AND TeamCollaborationStyle = ""Independent"" UNION ALL SELECT SatisfactionScore AS SatisfactionScore FROM EmployeeWorkPreferences WHERE WorkLocation = ""On-site"" AND PreferredHours = ""Full-time"" AND TeamCollaborationStyle = ""Collaborative"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>PreferredHours</th>
      <th colspan=""3"" halign=""left"">Full-time</th>
      <th colspan=""3"" halign=""left"">Part-time</th>
    </tr>
    <tr>
      <th>WorkLocation</th>
      <th>Hybrid</th>
      <th>On-site</th>
      <th>Remote</th>
      <th>Hybrid</th>
      <th>On-site</th>
      <th>Remote</th>
    </tr>
    <tr>
      <th>TeamCollaborationStyle</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Collaborative</th>
      <td>6.425243</td>
      <td>8.727465</td>
      <td>9.734281</td>
      <td>2.444210</td>
      <td>1.780146</td>
      <td>2.749851</td>
    </tr>
    <tr>
      <th>Independent</th>
      <td>6.153629</td>
      <td>0.655071</td>
      <td>0.490930</td>
      <td>5.113975</td>
      <td>2.714200</td>
      <td>8.751537</td>
    </tr>
  </tbody>
</table>",11.662605
41,"What is the combined total of skill proficiency scores obtained by employee E003 through online courses in interpersonal skills, employee E003 through workshops in technical skills, and employee E002 through workshops in leadership skills?","SELECT SUM(SkillLevel) AS SkillLevel FROM (SELECT SkillLevel AS SkillLevel FROM EmployeeSkillDevelopment WHERE EmployeeID = ""E003"" AND SkillType = ""Soft"" AND DevelopmentMethod = ""Online Course"" UNION ALL SELECT SkillLevel AS SkillLevel FROM EmployeeSkillDevelopment WHERE EmployeeID = ""E003"" AND SkillType = ""Technical"" AND DevelopmentMethod = ""Workshop"" UNION ALL SELECT SkillLevel AS SkillLevel FROM EmployeeSkillDevelopment WHERE EmployeeID = ""E002"" AND SkillType = ""Management"" AND DevelopmentMethod = ""Workshop"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>SkillType</th>
      <th>Management</th>
      <th>Soft</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>EmployeeID</th>
      <th>DevelopmentMethod</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""3"" valign=""top"">E001</th>
      <th>Mentorship</th>
      <td>26.000800</td>
      <td>2.074291</td>
      <td>20.425009</td>
    </tr>
    <tr>
      <th>Online Course</th>
      <td>54.079595</td>
      <td>29.373435</td>
      <td>11.794154</td>
    </tr>
    <tr>
      <th>Workshop</th>
      <td>5.480584</td>
      <td>90.879910</td>
      <td>23.369072</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">E002</th>
      <th>Mentorship</th>
      <td>92.366992</td>
      <td>91.432312</td>
      <td>48.753711</td>
    </tr>
    <tr>
      <th>Online Course</th>
      <td>17.682109</td>
      <td>68.828412</td>
      <td>29.618561</td>
    </tr>
    <tr>
      <th>Workshop</th>
      <td>42.155418</td>
      <td>72.338035</td>
      <td>89.303997</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">E003</th>
      <th>Mentorship</th>
      <td>35.406044</td>
      <td>53.009234</td>
      <td>16.246834</td>
    </tr>
    <tr>
      <th>Online Course</th>
      <td>19.928410</td>
      <td>83.275523</td>
      <td>87.735215</td>
    </tr>
    <tr>
      <th>Workshop</th>
      <td>44.327290</td>
      <td>46.898283</td>
      <td>87.280559</td>
    </tr>
  </tbody>
</table>",212.7115
42,"What is the combined total of the technical and management skill scores recorded on December 1, 2023?","SELECT SUM(SkillScore) AS SkillScore FROM (SELECT SkillScore AS SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Technical"" AND AssessmentDate = ""2023-12-01"" UNION ALL SELECT SkillScore AS SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Management"" AND AssessmentDate = ""2023-12-01"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>AssessmentDate</th>
      <th>2023-01-15</th>
      <th>2023-06-20</th>
      <th>2023-12-01</th>
    </tr>
    <tr>
      <th>SkillCategory</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Analytical</th>
      <td>30.599307</td>
      <td>88.854008</td>
      <td>32.726454</td>
    </tr>
    <tr>
      <th>Creative</th>
      <td>0.235502</td>
      <td>95.220656</td>
      <td>59.759509</td>
    </tr>
    <tr>
      <th>Management</th>
      <td>70.471107</td>
      <td>6.716341</td>
      <td>18.416434</td>
    </tr>
    <tr>
      <th>Soft Skills</th>
      <td>9.117060</td>
      <td>40.430109</td>
      <td>60.312447</td>
    </tr>
    <tr>
      <th>Technical</th>
      <td>25.290639</td>
      <td>67.537584</td>
      <td>15.168226</td>
    </tr>
  </tbody>
</table>",33.58466
43,What is the combined satisfaction score of employees who work part-time from home and those who have a full-time hybrid work arrangement?,"SELECT SUM(SatisfactionLevel) AS SatisfactionLevel FROM (SELECT SatisfactionLevel AS SatisfactionLevel FROM EmployeeWorkPreferences WHERE WorkLocation = ""Remote"" AND WorkSchedule = ""Part-time"" UNION ALL SELECT SatisfactionLevel AS SatisfactionLevel FROM EmployeeWorkPreferences WHERE WorkLocation = ""Hybrid"" AND WorkSchedule = ""Full-time"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>WorkLocation</th>
      <th>Hybrid</th>
      <th>On-site</th>
      <th>Remote</th>
    </tr>
    <tr>
      <th>WorkSchedule</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Flexible</th>
      <td>5.726712</td>
      <td>6.984068</td>
      <td>4.824736</td>
    </tr>
    <tr>
      <th>Full-time</th>
      <td>4.511212</td>
      <td>3.428393</td>
      <td>6.982751</td>
    </tr>
    <tr>
      <th>Part-time</th>
      <td>7.896280</td>
      <td>3.067639</td>
      <td>1.967826</td>
    </tr>
  </tbody>
</table>",6.479038
44,What is the combined progress percentage achieved by employees E001 and E003 in the Time Management skill when considering E001's beginner and intermediate levels along with E003's intermediate level?,"SELECT SUM(ProgressPercentage) AS ProgressPercentage FROM (SELECT ProgressPercentage AS ProgressPercentage FROM EmployeeSkillDevelopmentProgress WHERE EmployeeID = ""E003"" AND SkillName = ""Time Management"" AND DevelopmentStage = ""Intermediate"" UNION ALL SELECT ProgressPercentage AS ProgressPercentage FROM EmployeeSkillDevelopmentProgress WHERE EmployeeID = ""E001"" AND SkillName = ""Time Management"" AND DevelopmentStage = ""Beginner"" UNION ALL SELECT ProgressPercentage AS ProgressPercentage FROM EmployeeSkillDevelopmentProgress WHERE EmployeeID = ""E001"" AND SkillName = ""Time Management"" AND DevelopmentStage = ""Intermediate"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>SkillName</th>
      <th colspan=""3"" halign=""left"">Communication</th>
      <th colspan=""3"" halign=""left"">Leadership</th>
      <th colspan=""3"" halign=""left"">Technical</th>
      <th colspan=""3"" halign=""left"">Time Management</th>
    </tr>
    <tr>
      <th>DevelopmentStage</th>
      <th>Advanced</th>
      <th>Beginner</th>
      <th>Intermediate</th>
      <th>Advanced</th>
      <th>Beginner</th>
      <th>Intermediate</th>
      <th>Advanced</th>
      <th>Beginner</th>
      <th>Intermediate</th>
      <th>Advanced</th>
      <th>Beginner</th>
      <th>Intermediate</th>
    </tr>
    <tr>
      <th>EmployeeID</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>E001</th>
      <td>39.580746</td>
      <td>3.536656</td>
      <td>22.048830</td>
      <td>41.071689</td>
      <td>48.407750</td>
      <td>34.927322</td>
      <td>16.663647</td>
      <td>0.852669</td>
      <td>75.211679</td>
      <td>48.981071</td>
      <td>44.389211</td>
      <td>20.814450</td>
    </tr>
    <tr>
      <th>E002</th>
      <td>93.654391</td>
      <td>97.954099</td>
      <td>62.778158</td>
      <td>33.987038</td>
      <td>45.373643</td>
      <td>77.640289</td>
      <td>67.699584</td>
      <td>49.934827</td>
      <td>16.424868</td>
      <td>22.009434</td>
      <td>20.911152</td>
      <td>24.943560</td>
    </tr>
    <tr>
      <th>E003</th>
      <td>12.633387</td>
      <td>37.525078</td>
      <td>80.671429</td>
      <td>95.351940</td>
      <td>95.436433</td>
      <td>28.153755</td>
      <td>94.952132</td>
      <td>44.015156</td>
      <td>49.270168</td>
      <td>65.159716</td>
      <td>92.195945</td>
      <td>58.852549</td>
    </tr>
  </tbody>
</table>",124.05621
45,What is the combined total of the Soft Skills rating from the start of 2022 and the Creative skill rating recorded at the end of 2023?,"SELECT SUM(SkillScore) AS SkillScore FROM (SELECT SkillScore AS SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Soft Skills"" AND AssessmentDate = ""2022-01-01"" UNION ALL SELECT SkillScore AS SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Creative"" AND AssessmentDate = ""2023-12-31"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillCategory</th>
      <th>Analytical</th>
      <th>Creative</th>
      <th>Management</th>
      <th>Soft Skills</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>AssessmentDate</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>2022-01-01</th>
      <td>49.315747</td>
      <td>39.491678</td>
      <td>42.153562</td>
      <td>70.081370</td>
      <td>36.927939</td>
    </tr>
    <tr>
      <th>2023-12-31</th>
      <td>91.117588</td>
      <td>46.749517</td>
      <td>65.290364</td>
      <td>80.921146</td>
      <td>88.088774</td>
    </tr>
  </tbody>
</table>",116.830888
46,What is the combined total number of years of experience held by HR Specialists working part-time in the Sales department and those employed full-time in the Data Science department?,"SELECT SUM(ExperienceYears) AS ExperienceYears FROM (SELECT ExperienceYears AS ExperienceYears FROM EmployeeJobRoles WHERE JobRole = ""HR Specialist"" AND Department = ""Sales"" AND EmploymentType = ""Part-time"" UNION ALL SELECT ExperienceYears AS ExperienceYears FROM EmployeeJobRoles WHERE JobRole = ""HR Specialist"" AND Department = ""Data Science"" AND EmploymentType = ""Full-time"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>EmploymentType</th>
      <th>Contract</th>
      <th>Full-time</th>
      <th>Part-time</th>
    </tr>
    <tr>
      <th>JobRole</th>
      <th>Department</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""5"" valign=""top"">Data Analyst</th>
      <th>Data Science</th>
      <td>14.991669</td>
      <td>24.752652</td>
      <td>4.919097</td>
    </tr>
    <tr>
      <th>Engineering</th>
      <td>5.943417</td>
      <td>15.275727</td>
      <td>31.964391</td>
    </tr>
    <tr>
      <th>Human Resources</th>
      <td>15.076034</td>
      <td>2.683580</td>
      <td>29.606889</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>3.304653</td>
      <td>25.691311</td>
      <td>26.869598</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>13.090066</td>
      <td>29.792719</td>
      <td>23.343187</td>
    </tr>
    <tr>
      <th rowspan=""5"" valign=""top"">HR Specialist</th>
      <th>Data Science</th>
      <td>22.021746</td>
      <td>34.416946</td>
      <td>29.165059</td>
    </tr>
    <tr>
      <th>Engineering</th>
      <td>23.310052</td>
      <td>17.461091</td>
      <td>25.209305</td>
    </tr>
    <tr>
      <th>Human Resources</th>
      <td>7.891297</td>
      <td>35.459537</td>
      <td>19.492314</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>6.959646</td>
      <td>24.434511</td>
      <td>24.407329</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>25.948406</td>
      <td>25.613347</td>
      <td>18.348290</td>
    </tr>
    <tr>
      <th rowspan=""5"" valign=""top"">Project Manager</th>
      <th>Data Science</th>
      <td>7.462718</td>
      <td>32.267757</td>
      <td>10.931836</td>
    </tr>
    <tr>
      <th>Engineering</th>
      <td>27.595419</td>
      <td>33.719512</td>
      <td>34.707125</td>
    </tr>
    <tr>
      <th>Human Resources</th>
      <td>14.665849</td>
      <td>10.012114</td>
      <td>9.106820</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>23.677127</td>
      <td>17.033623</td>
      <td>28.805121</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>21.447560</td>
      <td>9.010772</td>
      <td>29.696971</td>
    </tr>
    <tr>
      <th rowspan=""5"" valign=""top"">Sales Executive</th>
      <th>Data Science</th>
      <td>12.147838</td>
      <td>13.415284</td>
      <td>0.381200</td>
    </tr>
    <tr>
      <th>Engineering</th>
      <td>29.696820</td>
      <td>19.090901</td>
      <td>8.075908</td>
    </tr>
    <tr>
      <th>Human Resources</th>
      <td>19.701801</td>
      <td>28.433024</td>
      <td>31.394070</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>2.345214</td>
      <td>9.782749</td>
      <td>26.154252</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>33.561330</td>
      <td>16.850733</td>
      <td>32.914268</td>
    </tr>
    <tr>
      <th rowspan=""5"" valign=""top"">Software Engineer</th>
      <th>Data Science</th>
      <td>24.336722</td>
      <td>27.396427</td>
      <td>19.446680</td>
    </tr>
    <tr>
      <th>Engineering</th>
      <td>27.409495</td>
      <td>18.618792</td>
      <td>37.438641</td>
    </tr>
    <tr>
      <th>Human Resources</th>
      <td>8.012961</td>
      <td>1.902206</td>
      <td>4.204365</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>19.841522</td>
      <td>23.777136</td>
      <td>17.811349</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>30.719236</td>
      <td>9.396994</td>
      <td>7.171638</td>
    </tr>
  </tbody>
</table>",52.765236
