,Question,SQL Query,Method,Table,Label
24,"Considering the compensation figures, does a Software Engineer working in the Sales division receive a lower wage than a Data Analyst employed in the Engineering sector?","SELECT (SELECT Salary FROM EmployeeRoles WHERE RoleName = ""Software Engineer"" AND Department = ""Sales"") < (SELECT Salary FROM EmployeeRoles WHERE RoleName = ""Data Analyst"" AND Department = ""Engineering"") as Salary;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>RoleName</th>
      <th>Data Analyst</th>
      <th>HR Specialist</th>
      <th>Product Manager</th>
      <th>Sales Executive</th>
      <th>Software Engineer</th>
    </tr>
    <tr>
      <th>Department</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Engineering</th>
      <td>95464.156716</td>
      <td>83731.390588</td>
      <td>77172.709933</td>
      <td>148868.866485</td>
      <td>135688.990559</td>
    </tr>
    <tr>
      <th>Finance</th>
      <td>90556.221095</td>
      <td>55119.416099</td>
      <td>124320.834451</td>
      <td>83355.002227</td>
      <td>120623.205175</td>
    </tr>
    <tr>
      <th>HR</th>
      <td>91823.318854</td>
      <td>135832.969309</td>
      <td>66133.340558</td>
      <td>61907.447927</td>
      <td>43232.670759</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>114594.849641</td>
      <td>83483.519910</td>
      <td>83885.105399</td>
      <td>48479.816010</td>
      <td>124751.954390</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>75187.798114</td>
      <td>69988.571367</td>
      <td>132697.845477</td>
      <td>45426.199000</td>
      <td>33056.384866</td>
    </tr>
  </tbody>
</table>",yes
25,Do the work environment scores for an Analyst in the IT department and an Executive in the Sales department match exactly?,"SELECT (SELECT WorkEnvironmentRating FROM EmployeeWorkEnvironment WHERE Department = ""IT"" AND JobRole = ""Analyst"") = (SELECT WorkEnvironmentRating FROM EmployeeWorkEnvironment WHERE Department = ""Sales"" AND JobRole = ""Executive"") as WorkEnvironmentRating;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>Department</th>
      <th>Finance</th>
      <th>HR</th>
      <th>IT</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>JobRole</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Analyst</th>
      <td>3.880976</td>
      <td>2.490614</td>
      <td>1.429756</td>
      <td>2.384959</td>
      <td>4.396191</td>
    </tr>
    <tr>
      <th>Developer</th>
      <td>4.870966</td>
      <td>4.607853</td>
      <td>2.345467</td>
      <td>1.612396</td>
      <td>1.149710</td>
    </tr>
    <tr>
      <th>Executive</th>
      <td>2.792662</td>
      <td>2.225352</td>
      <td>3.277003</td>
      <td>1.382260</td>
      <td>4.517787</td>
    </tr>
    <tr>
      <th>Intern</th>
      <td>1.903801</td>
      <td>4.811700</td>
      <td>1.634996</td>
      <td>2.215300</td>
      <td>4.230997</td>
    </tr>
    <tr>
      <th>Manager</th>
      <td>1.785503</td>
      <td>1.655880</td>
      <td>1.733931</td>
      <td>1.296910</td>
      <td>4.249129</td>
    </tr>
  </tbody>
</table>",no
26,Is the job satisfaction rating for Designers working in the IT department lower than or equal to that of their counterparts in the Marketing division?,"SELECT (SELECT SatisfactionScore FROM EmployeeJobSatisfaction WHERE JobRole = ""Designer"" AND Department = ""IT"") > (SELECT SatisfactionScore FROM EmployeeJobSatisfaction WHERE JobRole = ""Designer"" AND Department = ""Marketing"") as SatisfactionScore;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>Department</th>
      <th>Finance</th>
      <th>HR</th>
      <th>IT</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>JobRole</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Analyst</th>
      <td>8.770276</td>
      <td>0.936546</td>
      <td>2.910653</td>
      <td>5.637019</td>
      <td>4.692938</td>
    </tr>
    <tr>
      <th>Designer</th>
      <td>7.342551</td>
      <td>2.070384</td>
      <td>0.486265</td>
      <td>8.137440</td>
      <td>7.870637</td>
    </tr>
    <tr>
      <th>Developer</th>
      <td>2.484445</td>
      <td>6.069399</td>
      <td>7.066374</td>
      <td>4.077867</td>
      <td>8.861859</td>
    </tr>
    <tr>
      <th>Manager</th>
      <td>4.659186</td>
      <td>1.666055</td>
      <td>0.626077</td>
      <td>4.777439</td>
      <td>8.706878</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>1.270109</td>
      <td>2.125019</td>
      <td>0.814010</td>
      <td>5.611758</td>
      <td>7.121990</td>
    </tr>
  </tbody>
</table>",no
27,"Among employees who work out every day, is the body mass index of those classified as injured lower than that of those identified as sick?","SELECT (SELECT BMI FROM EmployeeHealthMetrics WHERE HealthStatus = ""Injured"" AND ExerciseFrequency = ""Daily"") < (SELECT BMI FROM EmployeeHealthMetrics WHERE HealthStatus = ""Sick"" AND ExerciseFrequency = ""Daily"") as BMI;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>ExerciseFrequency</th>
      <th>Daily</th>
      <th>Monthly</th>
      <th>Rarely</th>
      <th>Weekly</th>
    </tr>
    <tr>
      <th>HealthStatus</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Healthy</th>
      <td>33.701759</td>
      <td>14.316252</td>
      <td>39.594556</td>
      <td>21.381855</td>
    </tr>
    <tr>
      <th>Injured</th>
      <td>46.122670</td>
      <td>46.208949</td>
      <td>49.976935</td>
      <td>13.904749</td>
    </tr>
    <tr>
      <th>Recovering</th>
      <td>16.233568</td>
      <td>48.827573</td>
      <td>10.686268</td>
      <td>39.805510</td>
    </tr>
    <tr>
      <th>Sick</th>
      <td>35.624554</td>
      <td>36.687873</td>
      <td>38.705135</td>
      <td>44.446495</td>
    </tr>
  </tbody>
</table>",no
28,"On December 31, 2023, did employees who were recorded as taking leave log as many or more working hours than those who were marked as present?","SELECT (SELECT HoursWorked FROM EmployeeAttendanceRecords WHERE AttendanceDate = ""2023-12-31"" AND AttendanceStatus = ""Leave"") >= (SELECT HoursWorked FROM EmployeeAttendanceRecords WHERE AttendanceDate = ""2023-12-31"" AND AttendanceStatus = ""Present"") as HoursWorked;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>AttendanceDate</th>
      <th>2023-01-01</th>
      <th>2023-12-31</th>
    </tr>
    <tr>
      <th>AttendanceStatus</th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Absent</th>
      <td>0.102023</td>
      <td>19.675905</td>
    </tr>
    <tr>
      <th>Leave</th>
      <td>8.906454</td>
      <td>15.722173</td>
    </tr>
    <tr>
      <th>Present</th>
      <td>23.273889</td>
      <td>20.534754</td>
    </tr>
  </tbody>
</table>",no
29,Is the proficiency score for employees new to Creative skills identical to that of those highly skilled in Analytical abilities?,"SELECT (SELECT SkillRating FROM EmployeeWorkSkills WHERE SkillCategory = ""Creative"" AND SkillLevel = ""Beginner"") = (SELECT SkillRating FROM EmployeeWorkSkills WHERE SkillCategory = ""Analytical"" AND SkillLevel = ""Advanced"") as SkillRating;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillCategory</th>
      <th>Analytical</th>
      <th>Creative</th>
      <th>Management</th>
      <th>Soft Skills</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>SkillLevel</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Advanced</th>
      <td>0.957739</td>
      <td>4.693191</td>
      <td>9.680371</td>
      <td>2.529900</td>
      <td>2.803882</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>2.711314</td>
      <td>9.263162</td>
      <td>6.007254</td>
      <td>3.264634</td>
      <td>0.784110</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>5.467295</td>
      <td>5.312730</td>
      <td>9.761797</td>
      <td>1.129870</td>
      <td>3.885886</td>
    </tr>
  </tbody>
</table>",no
30,Do Sales interns who work on a hybrid schedule have the same work-life balance rating as Salespersons who operate remotely?,"SELECT (SELECT WorkLifeBalanceRating FROM EmployeeWorkLifeBalance WHERE Department = ""Sales"" AND JobRole = ""Intern"" AND WorkSchedule = ""Hybrid"") = (SELECT WorkLifeBalanceRating FROM EmployeeWorkLifeBalance WHERE Department = ""Sales"" AND JobRole = ""Salesperson"" AND WorkSchedule = ""Remote"") as WorkLifeBalanceRating;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>Department</th>
      <th>Finance</th>
      <th>HR</th>
      <th>IT</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>JobRole</th>
      <th>WorkSchedule</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""4"" valign=""top"">Analyst</th>
      <th>Full-time</th>
      <td>3.786271</td>
      <td>4.478556</td>
      <td>9.635653</td>
      <td>7.931365</td>
      <td>7.256335</td>
    </tr>
    <tr>
      <th>Hybrid</th>
      <td>6.239019</td>
      <td>7.031378</td>
      <td>8.883676</td>
      <td>8.526499</td>
      <td>2.778476</td>
    </tr>
    <tr>
      <th>Part-time</th>
      <td>2.925611</td>
      <td>1.691834</td>
      <td>9.430093</td>
      <td>7.244182</td>
      <td>3.795212</td>
    </tr>
    <tr>
      <th>Remote</th>
      <td>2.235529</td>
      <td>5.192475</td>
      <td>5.982036</td>
      <td>4.153014</td>
      <td>7.917655</td>
    </tr>
    <tr>
      <th rowspan=""4"" valign=""top"">Developer</th>
      <th>Full-time</th>
      <td>6.459048</td>
      <td>3.092462</td>
      <td>2.356860</td>
      <td>1.840447</td>
      <td>1.896585</td>
    </tr>
    <tr>
      <th>Hybrid</th>
      <td>3.337051</td>
      <td>7.716736</td>
      <td>5.856160</td>
      <td>2.321158</td>
      <td>1.287891</td>
    </tr>
    <tr>
      <th>Part-time</th>
      <td>8.699293</td>
      <td>9.100002</td>
      <td>7.225904</td>
      <td>8.210425</td>
      <td>4.442816</td>
    </tr>
    <tr>
      <th>Remote</th>
      <td>5.988222</td>
      <td>6.754797</td>
      <td>1.243194</td>
      <td>2.587618</td>
      <td>3.958243</td>
    </tr>
    <tr>
      <th rowspan=""4"" valign=""top"">Intern</th>
      <th>Full-time</th>
      <td>1.919190</td>
      <td>9.806377</td>
      <td>2.028129</td>
      <td>7.835922</td>
      <td>3.993987</td>
    </tr>
    <tr>
      <th>Hybrid</th>
      <td>7.697487</td>
      <td>7.207483</td>
      <td>2.242708</td>
      <td>4.306466</td>
      <td>7.333149</td>
    </tr>
    <tr>
      <th>Part-time</th>
      <td>2.498509</td>
      <td>6.656151</td>
      <td>4.710625</td>
      <td>6.634125</td>
      <td>9.282996</td>
    </tr>
    <tr>
      <th>Remote</th>
      <td>4.681134</td>
      <td>6.606154</td>
      <td>1.979852</td>
      <td>5.563611</td>
      <td>8.981081</td>
    </tr>
    <tr>
      <th rowspan=""4"" valign=""top"">Manager</th>
      <th>Full-time</th>
      <td>4.799156</td>
      <td>6.615560</td>
      <td>9.874519</td>
      <td>3.035979</td>
      <td>4.515438</td>
    </tr>
    <tr>
      <th>Hybrid</th>
      <td>9.777610</td>
      <td>8.267931</td>
      <td>7.953229</td>
      <td>3.507276</td>
      <td>2.232449</td>
    </tr>
    <tr>
      <th>Part-time</th>
      <td>6.512603</td>
      <td>5.277851</td>
      <td>7.120688</td>
      <td>1.926925</td>
      <td>6.483713</td>
    </tr>
    <tr>
      <th>Remote</th>
      <td>2.425424</td>
      <td>1.575235</td>
      <td>6.598794</td>
      <td>1.549050</td>
      <td>7.226061</td>
    </tr>
    <tr>
      <th rowspan=""4"" valign=""top"">Salesperson</th>
      <th>Full-time</th>
      <td>4.933423</td>
      <td>8.602833</td>
      <td>3.359693</td>
      <td>8.081598</td>
      <td>8.497497</td>
    </tr>
    <tr>
      <th>Hybrid</th>
      <td>3.251138</td>
      <td>7.315128</td>
      <td>3.456175</td>
      <td>6.710221</td>
      <td>3.103474</td>
    </tr>
    <tr>
      <th>Part-time</th>
      <td>9.551859</td>
      <td>3.110379</td>
      <td>2.727448</td>
      <td>4.571197</td>
      <td>9.215203</td>
    </tr>
    <tr>
      <th>Remote</th>
      <td>4.938422</td>
      <td>9.182315</td>
      <td>7.192869</td>
      <td>4.037345</td>
      <td>6.387371</td>
    </tr>
  </tbody>
</table>",no
31,"Considering employees who participate at a moderate level, does the health rating for those engaged in Yoga surpass that of individuals practicing Meditation?","SELECT (SELECT HealthScore FROM EmployeeWellness WHERE WellnessProgram = ""Yoga"" AND ParticipationLevel = ""Medium"") <= (SELECT HealthScore FROM EmployeeWellness WHERE WellnessProgram = ""Meditation"" AND ParticipationLevel = ""Medium"") as HealthScore;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>ParticipationLevel</th>
      <th>High</th>
      <th>Low</th>
      <th>Medium</th>
    </tr>
    <tr>
      <th>WellnessProgram</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Fitness</th>
      <td>89.989914</td>
      <td>13.571125</td>
      <td>8.912179</td>
    </tr>
    <tr>
      <th>Meditation</th>
      <td>41.214517</td>
      <td>0.150506</td>
      <td>45.906442</td>
    </tr>
    <tr>
      <th>Nutrition</th>
      <td>11.625730</td>
      <td>24.304741</td>
      <td>63.622689</td>
    </tr>
    <tr>
      <th>Yoga</th>
      <td>48.225283</td>
      <td>19.346674</td>
      <td>89.348253</td>
    </tr>
  </tbody>
</table>",no
32,"Between employee E100's third quarter evaluation in the Marketing division and employee E001's fourth quarter assessment in the IT department, does the former have a superior performance score?","SELECT (SELECT PerformanceRating FROM EmployeeWorkPerformanceMetrics WHERE EmployeeID = ""E100"" AND Department = ""Marketing"" AND ReviewPeriod = ""Q3"") > (SELECT PerformanceRating FROM EmployeeWorkPerformanceMetrics WHERE EmployeeID = ""E001"" AND Department = ""IT"" AND ReviewPeriod = ""Q4"") as PerformanceRating;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>Department</th>
      <th colspan=""4"" halign=""left"">Finance</th>
      <th colspan=""4"" halign=""left"">HR</th>
      <th colspan=""4"" halign=""left"">IT</th>
      <th colspan=""4"" halign=""left"">Marketing</th>
      <th colspan=""4"" halign=""left"">Sales</th>
    </tr>
    <tr>
      <th>ReviewPeriod</th>
      <th>Q1</th>
      <th>Q2</th>
      <th>Q3</th>
      <th>Q4</th>
      <th>Q1</th>
      <th>Q2</th>
      <th>Q3</th>
      <th>Q4</th>
      <th>Q1</th>
      <th>Q2</th>
      <th>Q3</th>
      <th>Q4</th>
      <th>Q1</th>
      <th>Q2</th>
      <th>Q3</th>
      <th>Q4</th>
      <th>Q1</th>
      <th>Q2</th>
      <th>Q3</th>
      <th>Q4</th>
    </tr>
    <tr>
      <th>EmployeeID</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>E001</th>
      <td>0.127330</td>
      <td>1.150680</td>
      <td>2.568144</td>
      <td>2.401105</td>
      <td>4.449903</td>
      <td>4.154247</td>
      <td>2.088067</td>
      <td>2.768349</td>
      <td>0.321658</td>
      <td>3.875051</td>
      <td>3.454501</td>
      <td>4.360489</td>
      <td>0.347818</td>
      <td>4.638734</td>
      <td>0.912019</td>
      <td>4.018817</td>
      <td>3.196437</td>
      <td>4.123274</td>
      <td>2.922371</td>
      <td>0.326257</td>
    </tr>
    <tr>
      <th>E100</th>
      <td>0.422295</td>
      <td>0.037542</td>
      <td>2.815835</td>
      <td>1.247030</td>
      <td>3.301866</td>
      <td>3.325243</td>
      <td>0.581178</td>
      <td>0.497048</td>
      <td>3.777185</td>
      <td>0.936815</td>
      <td>1.050696</td>
      <td>1.847115</td>
      <td>0.583399</td>
      <td>2.433083</td>
      <td>4.084608</td>
      <td>1.144816</td>
      <td>2.030581</td>
      <td>3.640832</td>
      <td>1.894893</td>
      <td>1.275824</td>
    </tr>
  </tbody>
</table>",no
33,"Between the HR Specialist in Human Resources and the Software Engineer in Engineering, who has spent less time in their current job?","SELECT (SELECT YearsInCurrentRole FROM EmployeeCareerPath WHERE JobTitle = ""HR Specialist"" AND Department = ""Human Resources"") < (SELECT YearsInCurrentRole FROM EmployeeCareerPath WHERE JobTitle = ""Software Engineer"" AND Department = ""Engineering"") as YearsInCurrentRole;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>Department</th>
      <th>Engineering</th>
      <th>Finance</th>
      <th>Human Resources</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>JobTitle</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Data Analyst</th>
      <td>26.525764</td>
      <td>29.329789</td>
      <td>13.513306</td>
      <td>6.611178</td>
      <td>14.402212</td>
    </tr>
    <tr>
      <th>HR Specialist</th>
      <td>8.486060</td>
      <td>22.356221</td>
      <td>3.801594</td>
      <td>12.010400</td>
      <td>11.671562</td>
    </tr>
    <tr>
      <th>Project Manager</th>
      <td>23.472501</td>
      <td>20.630113</td>
      <td>9.756251</td>
      <td>14.985989</td>
      <td>1.546443</td>
    </tr>
    <tr>
      <th>Sales Executive</th>
      <td>25.061892</td>
      <td>4.033590</td>
      <td>20.656568</td>
      <td>15.324778</td>
      <td>13.101329</td>
    </tr>
    <tr>
      <th>Software Engineer</th>
      <td>22.556148</td>
      <td>16.568695</td>
      <td>20.830081</td>
      <td>22.182910</td>
      <td>17.901791</td>
    </tr>
  </tbody>
</table>",yes
34,"Considering the employee feedback scores, is the rating for career growth at the start of 2020 lower than or equal to the management evaluation at the end of 2023?","SELECT (SELECT FeedbackScore FROM EmployeeFeedbackTrends WHERE FeedbackCategory = ""Career Development"" AND FeedbackDate = ""2020-01-01"") <= (SELECT FeedbackScore FROM EmployeeFeedbackTrends WHERE FeedbackCategory = ""Management"" AND FeedbackDate = ""2023-12-31"") as FeedbackScore;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>FeedbackDate</th>
      <th>2020-01-01</th>
      <th>2023-12-31</th>
    </tr>
    <tr>
      <th>FeedbackCategory</th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Career Development</th>
      <td>3.243599</td>
      <td>4.901587</td>
    </tr>
    <tr>
      <th>Job Satisfaction</th>
      <td>3.430796</td>
      <td>3.624201</td>
    </tr>
    <tr>
      <th>Management</th>
      <td>3.914387</td>
      <td>4.593594</td>
    </tr>
    <tr>
      <th>Team Collaboration</th>
      <td>4.065728</td>
      <td>1.003985</td>
    </tr>
    <tr>
      <th>Work Environment</th>
      <td>1.483743</td>
      <td>3.712388</td>
    </tr>
  </tbody>
</table>",yes
35,Do employees rated as excellent salespersons in the sales department tend to have longer tenure at the company than managers rated poorly in the same department?,"SELECT (SELECT YearsAtCompany FROM EmployeeWorkExperience WHERE JobTitle = ""Salesperson"" AND Department = ""Sales"" AND PerformanceRating = ""Excellent"") <= (SELECT YearsAtCompany FROM EmployeeWorkExperience WHERE JobTitle = ""Manager"" AND Department = ""Sales"" AND PerformanceRating = ""Poor"") as YearsAtCompany;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>JobTitle</th>
      <th colspan=""5"" halign=""left"">Analyst</th>
      <th colspan=""5"" halign=""left"">Designer</th>
      <th colspan=""5"" halign=""left"">Developer</th>
      <th colspan=""5"" halign=""left"">Manager</th>
      <th colspan=""5"" halign=""left"">Salesperson</th>
    </tr>
    <tr>
      <th>PerformanceRating</th>
      <th>Average</th>
      <th>Below Average</th>
      <th>Excellent</th>
      <th>Good</th>
      <th>Poor</th>
      <th>Average</th>
      <th>Below Average</th>
      <th>Excellent</th>
      <th>Good</th>
      <th>Poor</th>
      <th>Average</th>
      <th>Below Average</th>
      <th>Excellent</th>
      <th>Good</th>
      <th>Poor</th>
      <th>Average</th>
      <th>Below Average</th>
      <th>Excellent</th>
      <th>Good</th>
      <th>Poor</th>
      <th>Average</th>
      <th>Below Average</th>
      <th>Excellent</th>
      <th>Good</th>
      <th>Poor</th>
    </tr>
    <tr>
      <th>Department</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Finance</th>
      <td>13.456934</td>
      <td>23.851186</td>
      <td>3.923015</td>
      <td>39.541570</td>
      <td>24.148310</td>
      <td>14.255468</td>
      <td>25.459732</td>
      <td>16.385256</td>
      <td>11.394453</td>
      <td>17.207172</td>
      <td>35.143363</td>
      <td>32.253145</td>
      <td>23.406524</td>
      <td>11.976801</td>
      <td>21.881982</td>
      <td>7.165420</td>
      <td>6.012786</td>
      <td>34.529169</td>
      <td>21.144663</td>
      <td>19.752735</td>
      <td>33.338307</td>
      <td>39.960995</td>
      <td>7.157931</td>
      <td>13.457033</td>
      <td>26.482262</td>
    </tr>
    <tr>
      <th>HR</th>
      <td>21.384688</td>
      <td>29.348090</td>
      <td>19.619330</td>
      <td>16.388496</td>
      <td>16.304817</td>
      <td>0.672954</td>
      <td>21.777142</td>
      <td>31.317739</td>
      <td>22.613225</td>
      <td>17.818761</td>
      <td>30.887416</td>
      <td>33.750976</td>
      <td>17.794996</td>
      <td>26.880941</td>
      <td>37.186919</td>
      <td>30.718770</td>
      <td>37.978204</td>
      <td>4.355964</td>
      <td>7.316003</td>
      <td>20.530824</td>
      <td>18.560101</td>
      <td>5.407794</td>
      <td>13.333883</td>
      <td>0.866977</td>
      <td>8.272890</td>
    </tr>
    <tr>
      <th>IT</th>
      <td>26.068717</td>
      <td>33.270283</td>
      <td>35.403147</td>
      <td>33.536859</td>
      <td>20.464102</td>
      <td>14.516474</td>
      <td>3.040792</td>
      <td>2.439462</td>
      <td>23.243434</td>
      <td>6.143739</td>
      <td>29.182060</td>
      <td>18.470720</td>
      <td>15.470634</td>
      <td>5.962113</td>
      <td>21.156464</td>
      <td>19.164093</td>
      <td>23.497699</td>
      <td>20.222243</td>
      <td>0.940585</td>
      <td>9.757760</td>
      <td>10.683938</td>
      <td>22.445513</td>
      <td>8.661340</td>
      <td>9.043217</td>
      <td>0.808578</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>29.270402</td>
      <td>22.978716</td>
      <td>19.703512</td>
      <td>28.518986</td>
      <td>27.512545</td>
      <td>26.559433</td>
      <td>22.501063</td>
      <td>19.113223</td>
      <td>1.520274</td>
      <td>5.582922</td>
      <td>6.807880</td>
      <td>12.107279</td>
      <td>34.967100</td>
      <td>21.384589</td>
      <td>29.056250</td>
      <td>36.911072</td>
      <td>17.326799</td>
      <td>15.891539</td>
      <td>5.793438</td>
      <td>28.247419</td>
      <td>28.465012</td>
      <td>32.243469</td>
      <td>35.777053</td>
      <td>34.698457</td>
      <td>31.184341</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>26.810660</td>
      <td>26.930077</td>
      <td>9.037339</td>
      <td>1.902959</td>
      <td>3.297903</td>
      <td>36.983143</td>
      <td>29.019761</td>
      <td>9.178925</td>
      <td>36.610661</td>
      <td>36.594870</td>
      <td>12.654066</td>
      <td>28.424238</td>
      <td>21.238301</td>
      <td>25.083402</td>
      <td>25.457215</td>
      <td>14.631115</td>
      <td>2.564281</td>
      <td>24.773770</td>
      <td>35.978875</td>
      <td>15.470217</td>
      <td>26.417880</td>
      <td>18.296659</td>
      <td>26.273990</td>
      <td>10.769513</td>
      <td>9.593948</td>
    </tr>
  </tbody>
</table>",no
36,Does employee E001 have a higher rating in intermediate-level interpersonal skills compared to employee E003's rating in advanced technical abilities?,"SELECT (SELECT SkillRating FROM EmployeeSkillAssessment WHERE EmployeeID = ""E001"" AND SkillCategory = ""Soft"" AND SkillLevel = ""Intermediate"") > (SELECT SkillRating FROM EmployeeSkillAssessment WHERE EmployeeID = ""E003"" AND SkillCategory = ""Technical"" AND SkillLevel = ""Advanced"") as SkillRating;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>EmployeeID</th>
      <th>E001</th>
      <th>E002</th>
      <th>E003</th>
    </tr>
    <tr>
      <th>SkillCategory</th>
      <th>SkillLevel</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""3"" valign=""top"">Management</th>
      <th>Advanced</th>
      <td>3.747485</td>
      <td>4.686016</td>
      <td>2.911223</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>3.472763</td>
      <td>4.343498</td>
      <td>1.150219</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>3.237245</td>
      <td>4.965432</td>
      <td>4.574891</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Soft</th>
      <th>Advanced</th>
      <td>4.635565</td>
      <td>2.452206</td>
      <td>4.966170</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>4.208123</td>
      <td>1.695963</td>
      <td>3.829917</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>0.425858</td>
      <td>4.019418</td>
      <td>2.418206</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Technical</th>
      <th>Advanced</th>
      <td>2.092194</td>
      <td>3.177036</td>
      <td>0.496192</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>4.629616</td>
      <td>0.895588</td>
      <td>3.878182</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>2.799410</td>
      <td>3.206583</td>
      <td>4.181183</td>
    </tr>
  </tbody>
</table>",no
