,Question,SQL Query,Method,Table,Label
25,"What is the combined average of achievement scores for employees who earned certifications on January 1, 2020, and those who received promotions on December 31, 2023?","SELECT AVG(AchievementScore) AS AchievementScore FROM (SELECT AchievementScore AS AchievementScore FROM EmployeeCareerAchievements WHERE AchievementType = ""Promotion"" AND AchievementDate = ""2023-12-31"" UNION ALL SELECT AchievementScore AS AchievementScore FROM EmployeeCareerAchievements WHERE AchievementType = ""Certification"" AND AchievementDate = ""2020-01-01"");",average,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>AchievementDate</th>
      <th>2020-01-01</th>
      <th>2023-12-31</th>
    </tr>
    <tr>
      <th>AchievementType</th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Award</th>
      <td>5.113371</td>
      <td>6.880339</td>
    </tr>
    <tr>
      <th>Certification</th>
      <td>3.309587</td>
      <td>2.811379</td>
    </tr>
    <tr>
      <th>Promotion</th>
      <td>6.241961</td>
      <td>1.787647</td>
    </tr>
    <tr>
      <th>Recognition</th>
      <td>6.291974</td>
      <td>9.848736</td>
    </tr>
  </tbody>
</table>",2.548617
26,"What is the mean assessment score when combining beginner-level interpersonal skills, advanced technical expertise, advanced analytical abilities, and advanced interpersonal skills?","SELECT AVG(AssessmentScore) AS AssessmentScore FROM (SELECT AssessmentScore AS AssessmentScore FROM EmployeeSkillAssessment WHERE SkillCategory = ""Soft Skills"" AND SkillLevel = ""Beginner"" UNION ALL SELECT AssessmentScore AS AssessmentScore FROM EmployeeSkillAssessment WHERE SkillCategory = ""Technical"" AND SkillLevel = ""Advanced"" UNION ALL SELECT AssessmentScore AS AssessmentScore FROM EmployeeSkillAssessment WHERE SkillCategory = ""Analytical"" AND SkillLevel = ""Advanced"" UNION ALL SELECT AssessmentScore AS AssessmentScore FROM EmployeeSkillAssessment WHERE SkillCategory = ""Soft Skills"" AND SkillLevel = ""Advanced"");",average,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillCategory</th>
      <th>Analytical</th>
      <th>Creative</th>
      <th>Management</th>
      <th>Soft Skills</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>SkillLevel</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Advanced</th>
      <td>55.678304</td>
      <td>67.199035</td>
      <td>20.911881</td>
      <td>22.407361</td>
      <td>93.999701</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>14.545723</td>
      <td>47.136128</td>
      <td>78.876576</td>
      <td>93.650084</td>
      <td>20.846785</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>80.019102</td>
      <td>23.004809</td>
      <td>19.758076</td>
      <td>36.160382</td>
      <td>5.862943</td>
    </tr>
  </tbody>
</table>",66.433862
27,What is the combined average number of years worked by part-time Software Engineers in Engineering and contract Project Managers in Marketing?,"SELECT AVG(YearsOfExperience) AS YearsOfExperience FROM (SELECT YearsOfExperience AS YearsOfExperience FROM EmployeeWorkExperience WHERE JobTitle = ""Software Engineer"" AND Department = ""Engineering"" AND EmploymentType = ""Part-time"" UNION ALL SELECT YearsOfExperience AS YearsOfExperience FROM EmployeeWorkExperience WHERE JobTitle = ""Project Manager"" AND Department = ""Marketing"" AND EmploymentType = ""Contract"");",average,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>JobTitle</th>
      <th colspan=""5"" halign=""left"">Data Analyst</th>
      <th colspan=""5"" halign=""left"">HR Specialist</th>
      <th colspan=""5"" halign=""left"">Project Manager</th>
      <th colspan=""5"" halign=""left"">Sales Representative</th>
      <th colspan=""5"" halign=""left"">Software Engineer</th>
    </tr>
    <tr>
      <th>Department</th>
      <th>Engineering</th>
      <th>Finance</th>
      <th>Human Resources</th>
      <th>Marketing</th>
      <th>Sales</th>
      <th>Engineering</th>
      <th>Finance</th>
      <th>Human Resources</th>
      <th>Marketing</th>
      <th>Sales</th>
      <th>Engineering</th>
      <th>Finance</th>
      <th>Human Resources</th>
      <th>Marketing</th>
      <th>Sales</th>
      <th>Engineering</th>
      <th>Finance</th>
      <th>Human Resources</th>
      <th>Marketing</th>
      <th>Sales</th>
      <th>Engineering</th>
      <th>Finance</th>
      <th>Human Resources</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>EmploymentType</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Contract</th>
      <td>4.765223</td>
      <td>1.047888</td>
      <td>22.273960</td>
      <td>19.724133</td>
      <td>3.663885</td>
      <td>13.449656</td>
      <td>36.540933</td>
      <td>21.921648</td>
      <td>2.244633</td>
      <td>25.780292</td>
      <td>9.979106</td>
      <td>5.346151</td>
      <td>34.381906</td>
      <td>24.335602</td>
      <td>7.335349</td>
      <td>4.589206</td>
      <td>21.195092</td>
      <td>27.305115</td>
      <td>2.834392</td>
      <td>6.161727</td>
      <td>39.841277</td>
      <td>34.711348</td>
      <td>23.321093</td>
      <td>34.915210</td>
      <td>32.099560</td>
    </tr>
    <tr>
      <th>Full-time</th>
      <td>36.994427</td>
      <td>14.927294</td>
      <td>37.761543</td>
      <td>30.572562</td>
      <td>22.397330</td>
      <td>3.078585</td>
      <td>12.558536</td>
      <td>10.440396</td>
      <td>36.283441</td>
      <td>2.759674</td>
      <td>5.093790</td>
      <td>5.132157</td>
      <td>1.844935</td>
      <td>38.575344</td>
      <td>2.900955</td>
      <td>13.214063</td>
      <td>7.522484</td>
      <td>26.269596</td>
      <td>0.885549</td>
      <td>15.280878</td>
      <td>2.691273</td>
      <td>23.547103</td>
      <td>29.832711</td>
      <td>34.163588</td>
      <td>6.263422</td>
    </tr>
    <tr>
      <th>Part-time</th>
      <td>31.477552</td>
      <td>8.218309</td>
      <td>24.708273</td>
      <td>12.656211</td>
      <td>5.242097</td>
      <td>23.802821</td>
      <td>1.270670</td>
      <td>22.937573</td>
      <td>19.847857</td>
      <td>14.942969</td>
      <td>21.871960</td>
      <td>4.831648</td>
      <td>11.621807</td>
      <td>38.034440</td>
      <td>33.714928</td>
      <td>7.606893</td>
      <td>4.638484</td>
      <td>36.650179</td>
      <td>23.655543</td>
      <td>24.622206</td>
      <td>6.503140</td>
      <td>14.865744</td>
      <td>13.715340</td>
      <td>8.031717</td>
      <td>21.885875</td>
    </tr>
  </tbody>
</table>",15.419371
28,What is the combined average performance rating for HR and Sales interns along with senior developers in Engineering during the fourth quarter?,"SELECT AVG(PerformanceScore) AS PerformanceScore FROM (SELECT PerformanceScore AS PerformanceScore FROM EmployeeWorkPerformance WHERE Department = ""HR"" AND JobTitle = ""Intern"" AND ReviewPeriod = ""Q4"" UNION ALL SELECT PerformanceScore AS PerformanceScore FROM EmployeeWorkPerformance WHERE Department = ""Sales"" AND JobTitle = ""Intern"" AND ReviewPeriod = ""Q4"" UNION ALL SELECT PerformanceScore AS PerformanceScore FROM EmployeeWorkPerformance WHERE Department = ""Engineering"" AND JobTitle = ""Senior Developer"" AND ReviewPeriod = ""Q4"");",average,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>Department</th>
      <th>Engineering</th>
      <th>HR</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>JobTitle</th>
      <th>ReviewPeriod</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""4"" valign=""top"">Analyst</th>
      <th>Q1</th>
      <td>28.612998</td>
      <td>96.147290</td>
      <td>51.698013</td>
      <td>87.493813</td>
    </tr>
    <tr>
      <th>Q2</th>
      <td>3.122225</td>
      <td>90.190365</td>
      <td>35.807213</td>
      <td>58.598654</td>
    </tr>
    <tr>
      <th>Q3</th>
      <td>53.057331</td>
      <td>46.156462</td>
      <td>69.604981</td>
      <td>32.353989</td>
    </tr>
    <tr>
      <th>Q4</th>
      <td>50.294070</td>
      <td>49.833776</td>
      <td>50.270840</td>
      <td>36.062183</td>
    </tr>
    <tr>
      <th rowspan=""4"" valign=""top"">Intern</th>
      <th>Q1</th>
      <td>40.167839</td>
      <td>66.992043</td>
      <td>63.211217</td>
      <td>71.458493</td>
    </tr>
    <tr>
      <th>Q2</th>
      <td>41.865538</td>
      <td>7.302238</td>
      <td>86.406280</td>
      <td>7.276159</td>
    </tr>
    <tr>
      <th>Q3</th>
      <td>52.237792</td>
      <td>35.364646</td>
      <td>0.739441</td>
      <td>72.233911</td>
    </tr>
    <tr>
      <th>Q4</th>
      <td>8.973258</td>
      <td>30.511460</td>
      <td>69.798247</td>
      <td>87.196589</td>
    </tr>
    <tr>
      <th rowspan=""4"" valign=""top"">Manager</th>
      <th>Q1</th>
      <td>79.764199</td>
      <td>76.669579</td>
      <td>27.635045</td>
      <td>94.984760</td>
    </tr>
    <tr>
      <th>Q2</th>
      <td>88.383922</td>
      <td>49.747195</td>
      <td>83.360352</td>
      <td>45.834461</td>
    </tr>
    <tr>
      <th>Q3</th>
      <td>85.206766</td>
      <td>49.503570</td>
      <td>27.404818</td>
      <td>11.542110</td>
    </tr>
    <tr>
      <th>Q4</th>
      <td>79.676985</td>
      <td>9.450514</td>
      <td>88.669276</td>
      <td>32.260539</td>
    </tr>
    <tr>
      <th rowspan=""4"" valign=""top"">Senior Developer</th>
      <th>Q1</th>
      <td>11.203683</td>
      <td>91.930907</td>
      <td>69.866693</td>
      <td>12.529412</td>
    </tr>
    <tr>
      <th>Q2</th>
      <td>78.051209</td>
      <td>73.663036</td>
      <td>0.064530</td>
      <td>57.023761</td>
    </tr>
    <tr>
      <th>Q3</th>
      <td>17.735620</td>
      <td>85.525739</td>
      <td>67.779757</td>
      <td>11.496382</td>
    </tr>
    <tr>
      <th>Q4</th>
      <td>87.425566</td>
      <td>91.109631</td>
      <td>70.531071</td>
      <td>9.033412</td>
    </tr>
  </tbody>
</table>",68.377872
29,"What is the mean compensation for individuals holding the position of Director within the HR division, together with Vice Presidents working in the Finance and Marketing sectors?","SELECT AVG(Salary) AS Salary FROM (SELECT Salary AS Salary FROM EmployeeCareerProgression WHERE JobTitle = ""Director"" AND Department = ""HR"" UNION ALL SELECT Salary AS Salary FROM EmployeeCareerProgression WHERE JobTitle = ""VP"" AND Department = ""Finance"" UNION ALL SELECT Salary AS Salary FROM EmployeeCareerProgression WHERE JobTitle = ""VP"" AND Department = ""Marketing"");",average,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>JobTitle</th>
      <th>Director</th>
      <th>Junior Developer</th>
      <th>Manager</th>
      <th>Senior Developer</th>
      <th>VP</th>
    </tr>
    <tr>
      <th>Department</th>
      <th>YearsAtCompany</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""5"" valign=""top"">Engineering</th>
      <th>13</th>
      <td>94645.223392</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>15</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>153271.188072</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>25</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>181920.730701</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>28</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>58232.712815</td>
    </tr>
    <tr>
      <th>38</th>
      <td>NaN</td>
      <td>54277.370626</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th rowspan=""5"" valign=""top"">Finance</th>
      <th>14</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>139744.875297</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>18</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>120343.340385</td>
    </tr>
    <tr>
      <th>28</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>62596.610536</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>30</th>
      <td>NaN</td>
      <td>191017.998650</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>33</th>
      <td>101563.557032</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th rowspan=""5"" valign=""top"">HR</th>
      <th>4</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>186320.564947</td>
    </tr>
    <tr>
      <th>8</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>156851.213591</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>15</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>43963.364290</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>28</th>
      <td>NaN</td>
      <td>195673.831857</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>35</th>
      <td>139036.822469</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th rowspan=""5"" valign=""top"">Marketing</th>
      <th>16</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>142294.632484</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>23</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>84295.928429</td>
    </tr>
    <tr>
      <th>26</th>
      <td>192297.066008</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>29</th>
      <td>NaN</td>
      <td>175450.293130</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>33</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>66583.859364</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th rowspan=""5"" valign=""top"">Sales</th>
      <th>7</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>114380.970867</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>18</th>
      <td>135250.567899</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>19</th>
      <td>NaN</td>
      <td>126408.895630</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>36</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>165226.101578</td>
    </tr>
    <tr>
      <th>37</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>118064.581202</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
  </tbody>
</table>",114558.697094
30,"What is the mean work-life balance score for employees who are either staff in Engineering or HR, managers in Marketing, or team leads in Engineering?","SELECT AVG(WorkLifeBalanceRating) AS WorkLifeBalanceRating FROM (SELECT WorkLifeBalanceRating AS WorkLifeBalanceRating FROM EmployeeWorkLifeBalance WHERE Department = ""Engineering"" AND JobRole = ""Staff"" UNION ALL SELECT WorkLifeBalanceRating AS WorkLifeBalanceRating FROM EmployeeWorkLifeBalance WHERE Department = ""Marketing"" AND JobRole = ""Manager"" UNION ALL SELECT WorkLifeBalanceRating AS WorkLifeBalanceRating FROM EmployeeWorkLifeBalance WHERE Department = ""HR"" AND JobRole = ""Staff"" UNION ALL SELECT WorkLifeBalanceRating AS WorkLifeBalanceRating FROM EmployeeWorkLifeBalance WHERE Department = ""Engineering"" AND JobRole = ""Team Lead"");",average,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>Department</th>
      <th>Engineering</th>
      <th>Finance</th>
      <th>HR</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>JobRole</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Intern</th>
      <td>1.458704</td>
      <td>7.859892</td>
      <td>9.605939</td>
      <td>1.311303</td>
      <td>4.935806</td>
    </tr>
    <tr>
      <th>Manager</th>
      <td>7.785831</td>
      <td>9.554646</td>
      <td>5.891555</td>
      <td>1.196337</td>
      <td>4.603268</td>
    </tr>
    <tr>
      <th>Staff</th>
      <td>6.916233</td>
      <td>7.351768</td>
      <td>4.016021</td>
      <td>1.849899</td>
      <td>3.459666</td>
    </tr>
    <tr>
      <th>Team Lead</th>
      <td>9.187643</td>
      <td>7.834858</td>
      <td>1.348894</td>
      <td>6.365022</td>
      <td>1.414303</td>
    </tr>
  </tbody>
</table>",5.329059
31,"What is the combined average proficiency score for employees who enhanced their technical skills via workshops and mentorship, along with those who improved their management skills through mentorship?","SELECT AVG(SkillProficiencyLevel) AS SkillProficiencyLevel FROM (SELECT SkillProficiencyLevel AS SkillProficiencyLevel FROM EmployeeSkillDevelopment WHERE SkillType = ""Technical"" AND DevelopmentMethod = ""Mentorship"" UNION ALL SELECT SkillProficiencyLevel AS SkillProficiencyLevel FROM EmployeeSkillDevelopment WHERE SkillType = ""Management"" AND DevelopmentMethod = ""Mentorship"" UNION ALL SELECT SkillProficiencyLevel AS SkillProficiencyLevel FROM EmployeeSkillDevelopment WHERE SkillType = ""Technical"" AND DevelopmentMethod = ""Workshop"");",average,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillType</th>
      <th>Management</th>
      <th>Soft</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>DevelopmentMethod</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Mentorship</th>
      <td>2.328588</td>
      <td>3.503563</td>
      <td>1.979748</td>
    </tr>
    <tr>
      <th>Online Course</th>
      <td>4.792999</td>
      <td>1.977469</td>
      <td>3.344391</td>
    </tr>
    <tr>
      <th>Workshop</th>
      <td>0.094493</td>
      <td>2.159702</td>
      <td>4.167536</td>
    </tr>
  </tbody>
</table>",2.825291
32,"What was the combined average rating of Management, Technical, and Soft skills for employees as measured on December 31, 2023?","SELECT AVG(SkillScore) AS SkillScore FROM (SELECT SkillScore AS SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillType = ""Management"" AND AssessmentDate = ""2023-12-31"" UNION ALL SELECT SkillScore AS SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillType = ""Technical"" AND AssessmentDate = ""2023-12-31"" UNION ALL SELECT SkillScore AS SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillType = ""Soft"" AND AssessmentDate = ""2023-12-31"");",average,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>AssessmentDate</th>
      <th>2023-01-01</th>
      <th>2023-12-31</th>
    </tr>
    <tr>
      <th>SkillType</th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Management</th>
      <td>39.039337</td>
      <td>84.890418</td>
    </tr>
    <tr>
      <th>Soft</th>
      <td>98.337947</td>
      <td>65.619473</td>
    </tr>
    <tr>
      <th>Technical</th>
      <td>16.559485</td>
      <td>84.454633</td>
    </tr>
  </tbody>
</table>",78.321508
33,What is the mean number of years of experience among employees who hold management skills at either the beginner level without certification or the advanced level with certification?,"SELECT AVG(ExperienceYears) AS ExperienceYears FROM (SELECT ExperienceYears AS ExperienceYears FROM EmployeeSkillLevels WHERE SkillType = ""Management"" AND SkillLevel = ""Beginner"" AND CertificationStatus = ""Not Certified"" UNION ALL SELECT ExperienceYears AS ExperienceYears FROM EmployeeSkillLevels WHERE SkillType = ""Management"" AND SkillLevel = ""Advanced"" AND CertificationStatus = ""Certified"");",average,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>SkillLevel</th>
      <th colspan=""2"" halign=""left"">Advanced</th>
      <th colspan=""2"" halign=""left"">Beginner</th>
      <th colspan=""2"" halign=""left"">Intermediate</th>
    </tr>
    <tr>
      <th>CertificationStatus</th>
      <th>Certified</th>
      <th>Not Certified</th>
      <th>Certified</th>
      <th>Not Certified</th>
      <th>Certified</th>
      <th>Not Certified</th>
    </tr>
    <tr>
      <th>SkillType</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Creative</th>
      <td>18.939325</td>
      <td>3.299781</td>
      <td>7.994767</td>
      <td>14.357828</td>
      <td>2.344127</td>
      <td>3.938914</td>
    </tr>
    <tr>
      <th>Management</th>
      <td>18.978532</td>
      <td>26.061852</td>
      <td>20.909484</td>
      <td>15.206073</td>
      <td>7.348012</td>
      <td>10.536427</td>
    </tr>
    <tr>
      <th>Soft</th>
      <td>27.911502</td>
      <td>21.843591</td>
      <td>8.040342</td>
      <td>15.934016</td>
      <td>22.377860</td>
      <td>16.797273</td>
    </tr>
    <tr>
      <th>Technical</th>
      <td>24.915959</td>
      <td>8.932531</td>
      <td>9.582269</td>
      <td>16.699884</td>
      <td>1.359286</td>
      <td>0.047195</td>
    </tr>
  </tbody>
</table>",17.092303
34,"What is the combined average rating of the Technical and Management skill categories recorded on December 31, 2023?","SELECT AVG(SkillScore) AS SkillScore FROM (SELECT SkillScore AS SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Technical"" AND AssessmentDate = ""2023-12-31"" UNION ALL SELECT SkillScore AS SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Management"" AND AssessmentDate = ""2023-12-31"");",average,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillCategory</th>
      <th>Analytical</th>
      <th>Creative</th>
      <th>Management</th>
      <th>Soft Skills</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>AssessmentDate</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>2020-01-01</th>
      <td>57.618977</td>
      <td>1.807417</td>
      <td>18.716560</td>
      <td>71.622529</td>
      <td>57.703284</td>
    </tr>
    <tr>
      <th>2023-12-31</th>
      <td>83.903866</td>
      <td>62.207140</td>
      <td>20.949582</td>
      <td>74.567267</td>
      <td>7.229600</td>
    </tr>
  </tbody>
</table>",14.089591
35,"What is the mean amount of time dedicated by employees to beginner-level Communication and Technical skills, as well as advanced-level Analytical skills?","SELECT AVG(HoursSpent) AS HoursSpent FROM (SELECT HoursSpent AS HoursSpent FROM EmployeeSkillUsage WHERE SkillName = ""Communication"" AND SkillLevel = ""Beginner"" UNION ALL SELECT HoursSpent AS HoursSpent FROM EmployeeSkillUsage WHERE SkillName = ""Technical"" AND SkillLevel = ""Beginner"" UNION ALL SELECT HoursSpent AS HoursSpent FROM EmployeeSkillUsage WHERE SkillName = ""Analytical"" AND SkillLevel = ""Advanced"");",average,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillName</th>
      <th>Analytical</th>
      <th>Communication</th>
      <th>Creative</th>
      <th>Leadership</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>SkillLevel</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Advanced</th>
      <td>56.703807</td>
      <td>1.812161</td>
      <td>72.369743</td>
      <td>18.429675</td>
      <td>5.018792</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>72.154414</td>
      <td>19.875377</td>
      <td>78.154602</td>
      <td>84.412216</td>
      <td>43.417717</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>94.433410</td>
      <td>12.189514</td>
      <td>46.238438</td>
      <td>29.677901</td>
      <td>26.472568</td>
    </tr>
  </tbody>
</table>",39.998967
36,"What is the mean number of hours spent by employees with advanced proficiency in technical, management, and soft skills on a weekly basis, combined with those who have intermediate proficiency in management skills on a monthly basis?","SELECT AVG(SkillUsageHours) AS SkillUsageHours FROM (SELECT SkillUsageHours AS SkillUsageHours FROM EmployeeSkillUsageMetrics WHERE SkillType = ""Technical"" AND UsageFrequency = ""Weekly"" AND SkillProficiency = ""Advanced"" UNION ALL SELECT SkillUsageHours AS SkillUsageHours FROM EmployeeSkillUsageMetrics WHERE SkillType = ""Management"" AND UsageFrequency = ""Weekly"" AND SkillProficiency = ""Advanced"" UNION ALL SELECT SkillUsageHours AS SkillUsageHours FROM EmployeeSkillUsageMetrics WHERE SkillType = ""Soft"" AND UsageFrequency = ""Weekly"" AND SkillProficiency = ""Advanced"" UNION ALL SELECT SkillUsageHours AS SkillUsageHours FROM EmployeeSkillUsageMetrics WHERE SkillType = ""Management"" AND UsageFrequency = ""Monthly"" AND SkillProficiency = ""Intermediate"");",average,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>UsageFrequency</th>
      <th colspan=""3"" halign=""left"">Daily</th>
      <th colspan=""3"" halign=""left"">Monthly</th>
      <th colspan=""3"" halign=""left"">Weekly</th>
    </tr>
    <tr>
      <th>SkillProficiency</th>
      <th>Advanced</th>
      <th>Beginner</th>
      <th>Intermediate</th>
      <th>Advanced</th>
      <th>Beginner</th>
      <th>Intermediate</th>
      <th>Advanced</th>
      <th>Beginner</th>
      <th>Intermediate</th>
    </tr>
    <tr>
      <th>SkillType</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Management</th>
      <td>24.883700</td>
      <td>29.707650</td>
      <td>16.181183</td>
      <td>13.109333</td>
      <td>24.804584</td>
      <td>18.427516</td>
      <td>30.002826</td>
      <td>12.272624</td>
      <td>9.000936</td>
    </tr>
    <tr>
      <th>Soft</th>
      <td>0.099653</td>
      <td>22.702114</td>
      <td>24.386079</td>
      <td>13.181188</td>
      <td>0.895252</td>
      <td>31.775075</td>
      <td>0.316084</td>
      <td>9.650487</td>
      <td>21.785642</td>
    </tr>
    <tr>
      <th>Technical</th>
      <td>31.858404</td>
      <td>24.372147</td>
      <td>38.046294</td>
      <td>13.788821</td>
      <td>20.880268</td>
      <td>10.218870</td>
      <td>16.287319</td>
      <td>7.848829</td>
      <td>7.834158</td>
    </tr>
  </tbody>
</table>",16.258436
